0: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9], [15, 14, 11], [29, 19, 16, 13, 23], [17, 21, 18], [20, 27, 26], [28, 31, 25], [30, 36, 60, 43], [37, 54], [32, 34, 44, 8, 39], [33, 40, 63], [41, 45], [35, 46, 51, 47, 42, 49, 53, 52, 55, 50, 56, 57], [59], [48, 58, 61, 62, 68, 64, 65], [67, 66, 79, 69, 70, 75, 71, 73, 74, 76, 78, 77, 82, 80, 85, 84, 87, 83, 81, 86, 88, 10]]
153: [[38, 5, 7], [2, 3, 4, 24], [1, 72, 6, 12, 22, 9, 10, 8, 11, 15, 14, 18, 13, 31, 16, 19, 21, 55, 26, 17, 28, 27, 20, 29, 57, 62, 35, 42, 23, 37, 33, 25, 44, 47, 40], [60, 63, 36, 30, 32, 39, 41, 46, 48, 52, 34, 49, 43, 45, 56, 53, 51, 50, 58, 54, 59, 61, 64, 70, 66, 65, 78, 67, 71, 74, 69, 68, 79, 73, 76, 77, 75, 84, 81, 80, 83, 82, 85, 87, 86, 88]]
154: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6], [12, 22, 9], [11, 10, 8, 13], [15, 20, 14, 18, 31, 19, 17, 21, 28, 27, 16], [62, 59, 48], [58, 29, 23], [60, 44, 25, 49, 26], [30, 43, 33, 34, 36, 39, 32, 35, 37, 47, 40, 42, 45], [50, 41, 52, 46, 53], [56, 51], [57, 54, 55, 61, 63], [68, 69], [64, 70, 65, 67, 75], [73, 77, 66, 71, 78, 76, 79, 74, 82, 81, 80, 86, 83, 84, 85, 87, 88]]
155: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 27, 14], [31, 11, 21], [18, 16, 17], [15, 19, 20], [23, 25, 29], [30, 60, 58], [45, 26, 33], [39, 36, 41], [43, 32, 28], [44, 34, 40], [42, 35, 37], [46, 51, 56], [50, 47, 54], [48, 52, 49], [59, 53], [55, 57, 63], [61, 62, 64, 65], [66, 84, 68], [74, 70, 78], [77, 75, 71, 69, 73, 76, 79, 85, 81, 80, 87, 67], [82, 86, 83, 88]]
156: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8, 14], [29, 11, 15], [27, 16, 17], [13, 26, 20], [21, 19, 23, 25], [18, 31, 60, 56], [30, 62, 37, 40], [50, 49, 55, 33, 28, 47, 36, 34, 32, 35, 45, 43, 42, 41, 61, 63, 44, 48, 46, 39, 51, 54, 52, 53, 57, 59, 58, 68, 65, 71, 64, 70], [67, 79, 69, 66, 74, 76, 73, 75, 77, 81, 84, 78, 80, 87, 86, 85, 83, 82, 88]]
157: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 18], [13, 10, 11], [27, 29, 9], [23, 14, 16, 15, 26, 19], [60, 20, 28], [17, 22, 49], [21, 53, 25, 30], [33, 47, 8, 34, 31, 32, 36], [39, 56, 42, 40, 35, 37, 41, 43, 45, 44, 51, 48, 46, 63, 54, 50, 55, 52], [57, 58, 62, 59, 61, 66, 65, 64, 67, 71, 68, 70, 76, 73, 75, 69, 74, 79, 78, 77, 84, 81, 80, 83, 86, 82, 87, 85, 88]]
158: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 8], [14, 10, 17, 31, 15, 13], [16, 21, 19], [18, 20, 23], [25, 29, 26], [27, 61, 58], [40, 51, 30], [41, 32, 48], [35, 34, 46, 43], [36, 28], [37, 33], [39, 60, 52, 42, 44], [53, 47, 49, 50], [54, 56, 63], [59, 57, 55, 62, 45], [65, 68, 67, 64], [78, 69, 66, 70], [71, 73, 77], [75, 76, 74], [79, 83, 80], [82, 81, 87, 85], [84, 86, 88]]
159: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 8, 10, 9, 11, 27, 15, 29, 14, 20, 19], [16, 21, 17, 18, 28, 25, 49, 23, 54, 61], [30, 13, 26, 31, 37, 41, 34, 35, 36, 39, 32, 42, 44, 33, 45, 40, 43, 47], [59, 48, 62, 46, 53, 50, 51, 52, 55, 63, 56, 58, 57, 60, 64], [66, 77, 65, 74, 69, 75, 67, 68, 70, 71, 73, 76, 78, 79, 84, 82, 86, 80, 83, 85, 81, 88, 87]]
160: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 15, 14, 11, 25, 13, 18, 17, 23, 16, 20, 27, 19], [21, 29, 62], [28, 36, 30], [26, 31, 59], [34, 33, 37], [32, 35, 40, 39], [47, 43], [41, 46, 48, 45, 42, 50], [44, 53, 52, 49, 51], [54, 55, 57], [63, 60], [58, 61, 56, 65, 64, 66], [67, 71, 68, 69, 78], [70, 74, 75], [77, 79, 73, 76, 83], [81, 80], [85, 87, 84, 82, 86, 88]]
161: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [11, 8, 15], [29, 13, 19], [10, 17, 21], [16, 18, 28, 14, 20, 31, 59, 23, 27, 52, 25], [55, 26, 30], [37, 33, 56], [34, 32, 36], [42, 39, 35], [43, 40, 46], [50, 60, 45], [48, 44, 47, 49, 41, 54, 63, 53, 57], [51, 61, 58], [62, 64, 67], [66, 65, 70], [68, 69, 78], [74, 71, 73, 76], [75, 79, 77], [81, 80], [82, 87, 83, 84, 85, 86, 88]]
162: [[5, 7, 8], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 14, 11], [17, 15, 19], [18, 29, 20], [16, 31, 26], [49, 23, 21, 27, 41, 25, 62, 32, 33, 37, 36, 47, 13, 40, 44, 39, 30, 34, 42, 45, 38, 46, 50, 35, 52, 43, 53, 54, 57, 56, 55, 51, 58, 59, 60, 48, 63, 61, 70, 64, 67, 69, 71, 73, 66, 76, 68, 77, 78, 75, 74, 79, 80, 65, 84, 82, 81, 83, 86, 87, 85, 88, 28]]
163: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [10, 11, 8], [9, 31, 13], [30, 15, 17, 26, 18], [16, 14, 19, 60], [20, 57, 23, 25], [29, 28, 21], [42, 27, 43], [34, 47, 32], [37, 40, 36, 33, 35, 41, 51], [46, 50, 44, 45, 39, 49, 52, 48, 53], [54, 59, 58, 55, 56, 61], [62, 63, 65, 66, 64, 69, 70, 71, 73, 67, 78, 68, 79, 75, 74, 76, 77, 80], [82, 84, 83, 81, 87, 85, 86, 88]]
164: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [27, 11, 25], [14, 13, 21], [20, 15, 17, 19, 16, 28, 18, 23, 31, 29], [54, 61, 34], [40, 62, 26, 57], [33, 36, 32], [42, 35, 30], [37, 39, 41], [46, 47, 48], [44, 51], [45, 43, 59], [49, 50, 52], [53, 55, 56], [58, 63, 60, 66, 64], [67, 69, 71], [68, 70], [77], [65, 75, 73, 74, 78, 76, 79, 80, 82, 84, 87, 81], [85, 83, 86], [88]]
165: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 9, 18, 13], [10, 8, 15, 29, 14, 21, 25], [16, 19, 12, 20, 52, 23, 17, 26, 31, 51, 27, 60, 37, 42, 49, 44, 32, 34], [53, 30, 36, 28, 33, 35, 46, 39, 11, 41, 40, 45, 57, 43, 48, 50, 55, 47, 54, 56, 58, 59, 61, 62, 22, 63, 65, 64, 67, 69, 70, 66, 68, 71, 73, 74, 76, 78, 75, 77, 79, 84, 81, 80, 87, 86, 85, 83, 82, 88]]
166: [[38, 5, 7], [2, 3], [4, 24, 1, 72], [6], [12, 22, 8, 10, 13, 15, 9], [11, 30, 14, 17, 19, 16, 20, 29, 21, 27, 23, 25, 44, 26, 31], [46, 28, 33, 58, 32, 60, 45, 34, 35, 36, 37, 40, 48, 47], [41, 49, 39], [50, 43, 52], [54, 42, 55], [56, 57, 51], [53, 59, 61, 63, 62, 68, 65, 64, 70, 71], [67, 77, 66, 75], [74, 69, 76, 79, 73, 78, 82, 80, 86, 84, 83, 85, 87, 88, 18, 81]]
167: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9], [14, 8, 11], [27, 18, 20, 29, 17], [16, 10, 13], [52, 23, 30], [19, 31, 25], [26, 21, 60, 43], [15, 54], [49, 32, 44, 28, 33], [35, 61, 46], [40, 37, 34], [36, 42, 39], [45, 41, 48, 47, 55, 51, 57], [56, 58, 50, 53, 59, 62, 63, 65, 64, 67, 68, 79, 70, 66, 74, 77, 73, 75, 69, 78, 76, 71, 80, 85, 82, 87, 81, 83, 88, 84, 86]]
168: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 9, 12], [11, 14], [8, 13, 21], [30, 25, 16, 20, 23], [15, 17, 18, 19], [28, 29, 31], [59, 22, 55], [37, 35, 41], [32, 50, 40, 27, 10], [42, 33, 45], [26, 34, 36, 39], [44, 58, 43, 57, 48, 46, 54, 51, 63, 47, 49, 52, 53, 56], [60, 61, 62, 65, 64, 67, 69, 70, 68, 66, 79, 71, 74, 73, 77, 75, 76], [78, 84, 80, 82, 87, 81, 85, 83, 86, 88]]
169: [[38, 5, 7, 2, 3, 4, 24], [1, 72, 6, 12, 22, 11, 8, 10, 14, 27, 25, 28, 17, 31, 18, 13, 9, 20, 21, 15, 16, 63, 36, 58, 26, 19, 60, 48, 43, 45, 32, 23, 42, 29, 30, 34, 41, 46, 37, 33, 53, 40, 56, 35, 44, 39, 59, 47, 52, 61, 57, 62, 54, 49, 50, 51, 76, 66, 70, 65, 75, 69, 68, 55, 74, 64, 67, 79, 71, 73, 78, 77, 81, 86], [80, 82, 83, 84, 85, 87, 88]]
170: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22], [9, 10, 8, 11], [14, 30, 29], [13, 19, 16], [31, 15, 17], [18, 20, 25, 58, 21, 23, 57], [60, 26, 43, 50, 28, 27, 39, 32, 52, 33, 35], [44, 34, 36, 46, 37, 40, 45, 41, 42, 47, 48], [55, 49, 51], [54, 53, 59, 56, 62, 61, 63, 64, 70, 66, 65], [67, 75, 73, 76, 69, 77, 71], [74, 78, 79, 80, 81, 83, 68, 84, 85, 86, 82, 87], [88]]
171: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 10, 8, 14, 11, 15, 28, 21], [13, 20, 27], [19, 16, 17], [48, 18, 57], [26, 60, 25], [61, 23, 29], [43, 31, 30], [32, 35, 45], [59, 33, 36], [44, 37, 39], [34, 46, 41, 42, 47, 63, 49, 40, 50, 51, 55, 53, 52, 54, 56, 62, 58, 64, 68, 65, 71], [69, 66, 76, 77, 78, 70, 75, 79, 74, 67, 84, 81, 80, 82, 83, 85, 86, 73, 87, 88]]
172: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [10, 8], [11, 15], [29, 21, 13, 30], [19, 16], [17, 26, 55], [20, 25, 57, 23], [28, 27], [18, 59, 14], [43, 41, 52], [37, 54, 48], [40, 42, 39], [31, 36, 32, 33], [34, 35, 47], [44, 45, 46], [49, 50, 51], [58, 53, 61, 56], [63, 60, 62], [65, 68], [64, 67, 78, 69, 71, 77, 66, 70, 75], [73, 74, 79, 76, 81, 80, 85, 86, 82, 83, 87, 84, 88]]
173: [[38, 5, 7, 2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 8, 11, 14, 10, 29], [13, 17, 30, 19, 15, 16, 18, 20, 23, 31, 21, 25, 61, 48, 26, 27, 50, 32, 35, 28, 37, 33, 34, 36, 44, 42, 46, 45, 43], [60], [39, 40, 53], [54, 51, 41, 47, 55, 58, 49, 56, 52, 57, 59, 62], [63, 66, 65], [67, 73, 77], [68, 64, 74, 78, 69, 79, 71], [70, 75, 76, 81, 82, 84, 80, 87, 83, 86, 85, 88]]
174: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 10, 15, 8, 27, 13], [21, 9, 11, 14, 16, 19, 17, 30, 52], [18, 20, 22, 51], [23, 25, 57], [62, 49, 28], [34, 40, 29], [39, 26, 31, 36, 55], [43, 46, 32], [33, 41, 44, 45], [37, 35, 42, 47, 50, 61], [48, 53, 58], [60, 54, 56], [59, 63, 65, 64], [67, 71, 70, 66, 68, 78, 73, 69], [75, 74, 76, 79, 77, 84, 81, 80, 83, 86, 82, 85, 87, 88]]
175: [[38, 5, 7, 2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 8, 10, 15], [11, 13, 17, 16, 31, 29, 18, 19, 23, 14, 21, 55, 48, 27, 20, 62, 50, 56, 60, 34, 37, 57, 44, 36, 43, 28, 25, 26, 30, 32, 33, 47, 45, 39, 35, 41, 40, 42, 46, 49, 51, 54, 53, 58, 52, 63, 59, 61, 80, 66, 64, 68, 67, 69, 65, 73], [78, 74, 76, 75, 71, 70, 77, 79, 82, 86, 81, 84, 83, 87, 85, 88]]
176: [[36, 7, 15], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 8, 10, 14], [31, 11], [27, 13, 21, 5, 17, 26, 16, 18, 19, 63, 25, 40, 20, 62, 50, 23, 53, 57, 35, 54, 41, 52, 37, 30, 28, 29, 32, 46, 33, 34, 38, 39, 42, 43, 61, 55, 44, 45, 56, 47, 48, 49, 51, 58, 59, 60, 65, 64, 77, 70, 67, 69, 66, 78, 73, 71, 79, 68, 74, 75, 76, 82, 85, 80, 83, 86, 84, 81, 87, 88]]
177: [[38, 5, 7, 2], [3, 4, 24], [1, 72, 6], [12, 22, 11, 8, 10, 13, 14], [9, 15, 31, 20, 19, 16, 26, 17, 21], [18], [30, 51, 23, 25], [44, 60, 27, 59], [35, 43, 34, 29], [28, 61, 33, 46, 41, 42, 32, 36, 37, 45, 39, 40, 47, 62, 48, 56, 53, 49, 50, 55, 52, 57, 58, 54, 63, 64, 66, 65, 70, 77, 67, 76], [68, 69, 79, 71, 75, 78, 73, 74, 83, 80, 81, 87, 85, 84, 82, 86, 88]]
