0: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2], [9, 27, 31], [3, 4], [49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30], [62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87], [85]]
153: [[70, 36, 32, 40], [56, 35], [61, 48, 16, 82, 8, 44, 71, 88, 69], [7, 14, 41, 46, 25], [86], [83, 67, 26], [15, 75], [76, 65, 17], [21, 2, 9, 27], [31, 3, 4, 49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73], [10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
154: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44, 71], [88, 69, 7, 14], [41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
155: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79], [52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
156: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26], [15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22], [18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72], [68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
157: [[70, 36], [32, 40, 56, 35, 61, 48, 16], [82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25], [86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24], [42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
158: [[70, 36, 32, 40, 56], [35, 61, 48, 16], [82, 8, 44, 71, 88, 69], [7, 14, 41, 46, 25], [86, 83, 67, 26, 15, 75, 76], [65, 17, 21, 2, 9, 27, 31], [3, 4, 49, 11, 24, 42], [38, 20], [5, 22, 18], [34, 12, 39, 6, 47, 28, 23], [54, 13], [55, 57, 81, 29], [50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
159: [[70, 36, 32], [40, 56, 35, 61], [48, 16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46, 25, 86], [83, 67, 26, 15, 75, 76], [65, 17], [21, 2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38, 20, 5, 22, 18], [34, 12], [39, 6, 47, 28, 23, 54], [13, 55, 57, 81, 29], [50, 59, 37, 19, 63], [64, 1, 45, 79], [52, 60], [43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74], [77, 78, 84, 58, 80, 87, 85]]
160: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8], [44, 71, 88], [69, 7, 14], [41, 46, 25], [86, 83, 67, 26, 15], [75, 76, 65, 17], [21, 2, 9, 27, 31], [3, 4], [49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12, 39], [6, 47], [28], [23, 54], [13, 55, 57], [81, 29, 50, 59, 37, 19, 63, 64, 1, 45], [79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10], [66, 74, 77, 78, 84, 58, 80, 87, 85]]
161: [[70, 36, 32], [40, 56, 35, 61], [48, 16], [82, 8], [44, 71, 88, 69], [7, 14, 41], [46, 25, 86, 83, 67], [26], [15, 75, 76], [65, 17], [21, 2, 9], [27, 31, 3, 4], [49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12, 39, 6, 47], [28, 23, 54, 13, 55, 57], [81, 29, 50, 59, 37], [19, 63], [64, 1], [45, 79, 52, 60, 43], [51, 53], [33, 72], [68, 30, 62], [73, 10, 66, 74], [77, 78, 84, 58, 80, 87, 85]]
162: [[70, 36, 32, 40, 56, 35, 61, 48, 16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68], [30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80], [87, 85]]
163: [[70, 36], [32, 40, 56, 35, 61, 48, 16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4], [49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
164: [[70, 36], [32, 40, 56, 35, 61], [48, 16], [82, 8, 44], [71, 88], [69, 7, 14, 41], [46, 25], [86, 83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9, 27], [31, 3, 4], [49, 11, 24], [42, 38], [20, 5, 22, 18, 34], [12, 39], [6, 47, 28], [23, 54], [13, 55, 57], [81, 29, 50, 59, 37], [19, 63, 64, 1], [45, 79, 52, 60], [43, 51, 53, 33, 72, 68], [30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
165: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46], [25, 86, 83], [67, 26, 15, 75], [76, 65, 17], [21, 2, 9], [27, 31, 3, 4], [49, 11], [24, 42], [38, 20], [5, 22, 18, 34], [12], [39, 6, 47, 28], [23, 54], [13, 55, 57, 81], [29, 50], [59, 37, 19], [63, 64, 1, 45, 79], [52, 60, 43, 51], [53, 33, 72, 68], [30, 62, 73, 10, 66], [74, 77, 78, 84, 58], [80, 87, 85]]
166: [[70, 36], [32, 40, 56, 35, 61], [48, 16], [82, 8, 44, 71], [88, 69, 7, 14], [41, 46, 25], [86, 83], [67, 26, 15, 75, 76, 65], [17, 21], [2, 9], [27, 31, 3, 4], [49, 11], [24, 42], [38, 20], [5, 22, 18], [34, 12, 39, 6], [47, 28, 23, 54], [13, 55, 57, 81], [29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52, 60], [43, 51], [53, 33, 72, 68], [30, 62], [73, 10, 66], [74, 77], [78, 84, 58, 80, 87, 85]]
167: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67], [26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
168: [[70, 36], [32, 40], [56, 35, 61], [48, 16], [82, 8, 44], [71, 88, 69, 7], [14, 41], [46, 25], [86, 83, 67], [26, 15], [75, 76, 65], [17, 21, 2, 9], [27, 31, 3], [4, 49, 11], [24, 42], [38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79], [52, 60, 43, 51], [53, 33], [72, 68, 30, 62], [73, 10, 66, 74], [77, 78, 84], [58, 80], [87, 85]]
169: [[70, 36], [32, 40, 56], [35, 61], [48, 16, 82, 8], [44, 71], [88, 69], [7, 14], [41, 46, 25], [86, 83, 67, 26], [15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3], [4, 49, 11, 24], [42, 38, 20, 5, 22, 18, 34], [12, 39, 6, 47, 28], [23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43], [51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
170: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8], [44, 71, 88], [69, 7, 14], [41, 46, 25, 86, 83, 67], [26, 15, 75, 76], [65, 17, 21, 2, 9, 27, 31], [3, 4, 49, 11, 24, 42], [38, 20, 5, 22, 18], [34, 12, 39, 6, 47], [28, 23], [54, 13, 55], [57, 81, 29, 50, 59], [37, 19, 63, 64, 1], [45, 79, 52, 60], [43, 51, 53, 33, 72, 68], [30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
171: [[70, 36], [32, 40, 56, 35, 61], [48, 16], [82, 8], [44, 71, 88, 69], [7, 14], [41, 46, 25], [86, 83, 67, 26, 15], [75], [76, 65, 17], [21, 2, 9], [27, 31], [3, 4, 49], [11, 24, 42], [38, 20], [5, 22, 18], [34, 12, 39, 6], [47, 28], [23, 54, 13], [55, 57], [81, 29], [50, 59], [37, 19], [63, 64, 1, 45, 79], [52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
172: [[70, 36], [32, 40, 56, 35, 61], [48, 16, 82, 8], [44, 71], [88, 69], [7, 14], [41], [46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
173: [[70, 36, 32], [40, 56], [35, 61], [48, 16, 82], [8, 44], [71, 88], [69, 7, 14], [41, 46, 25], [86, 83, 67], [26, 15, 75], [76, 65, 17], [21, 2, 9], [27, 31, 3], [4, 49, 11], [24, 42, 38, 20], [5, 22, 18], [34, 12], [39, 6, 47, 28], [23, 54, 13], [55, 57, 81], [29], [50, 59], [37, 19, 63, 64], [1, 45, 79], [52, 60, 43, 51], [53, 33], [72, 68], [30, 62, 73], [10, 66, 74, 77], [78, 84], [58, 80, 87], [85]]
174: [[70, 36, 32], [40, 56], [35, 61], [48, 16], [82, 8], [44, 71], [88, 69], [7, 14], [41, 46], [25, 86, 83], [67, 26, 15], [75], [76, 65, 17, 21], [2, 9, 27], [31, 3], [4, 49], [11, 24], [42, 38, 20, 5, 22], [18, 34, 12, 39, 6], [47, 28, 23], [54, 13], [55, 57, 81, 29], [50, 59], [37, 19, 63], [64, 1, 45], [79, 52, 60], [43], [51, 53, 33, 72], [68, 30, 62], [73, 10, 66, 74, 77], [78, 84], [58, 80, 87, 85]]
175: [[70, 36], [32, 40, 56, 35, 61], [48, 16, 82], [8, 44, 71], [88, 69], [7], [14], [41, 46], [25, 86, 83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9, 27], [31, 3, 4, 49, 11, 24], [42, 38], [20, 5], [22, 18], [34, 12], [39, 6], [47, 28], [23, 54], [13, 55, 57, 81], [29, 50, 59, 37], [19, 63, 64], [1, 45, 79], [52, 60, 43, 51], [53, 33], [72, 68, 30], [62, 73, 10], [66, 74, 77, 78], [84, 58, 80, 87, 85]]
