0: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35, 36], [32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 56, 47, 55], [48, 49, 50, 61, 51, 53], [52, 58, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
153: [[38, 5, 7], [2, 22, 13], [1, 12], [3, 4, 6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31, 54], [35, 36, 32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 47, 56, 49], [52, 48], [51, 50, 55, 53, 58], [61, 62], [65, 71, 64, 66, 67], [78, 68], [69, 70, 74], [72, 73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
154: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14], [15, 11], [17, 26, 21, 20, 24, 16], [23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34], [39, 44, 37, 46, 40], [42, 43, 57, 45, 47, 50], [53, 48, 49, 51, 52], [55, 61, 56, 58, 62], [65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
155: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34], [39, 44, 37, 46, 40], [42, 43, 57, 45, 47], [58, 53, 49, 48], [50, 51, 55, 52, 62], [56, 61, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74, 72, 73], [76, 77], [75, 79, 82, 81, 80], [87, 83], [84, 85, 86], [88]]
156: [[38, 5, 7], [2, 22], [13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17], [26, 21, 20, 24], [16, 23, 18, 19], [28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 53, 49, 50, 51, 52, 55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
157: [[38, 5, 7], [2, 22, 13, 1], [12, 3], [4, 6, 10, 9, 8], [27, 14], [15, 11, 17, 26, 21], [20, 24, 16, 23, 18], [19, 28, 25], [29, 59, 30, 60, 41], [63, 33, 31], [54, 35, 36, 32, 34], [39, 44], [37, 46], [40, 42], [43, 57, 45], [47, 50, 49], [48, 53], [55], [51, 52], [61, 56, 62], [58, 65], [71, 64, 66], [67, 78], [68, 69, 70], [74, 72], [73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
158: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14, 15, 11, 17], [26, 21, 20, 24, 16], [23, 18], [19, 28, 25, 29, 59], [30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 49, 50, 51, 53, 52, 58, 56, 61, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
159: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 53, 50, 49, 51, 52, 55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68], [69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
160: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8], [27, 14, 15, 11, 17], [26, 21], [20, 24, 16, 23, 18], [19, 28], [25, 29, 59, 30, 60], [41, 63, 33], [31, 54], [35, 36, 32, 34], [39, 44], [37, 46, 40], [42, 43], [57, 45, 47], [49, 51, 48, 50], [53, 52, 55, 58], [56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
161: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23, 18, 19], [28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 51, 49, 50, 55, 52, 53, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79], [82, 81, 80, 87, 83, 84, 85, 86, 88]]
162: [[38, 5, 7], [2, 22, 13, 1, 12, 3], [4, 6], [10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32], [34, 39, 44], [37, 46], [40, 42], [43], [57, 45], [47, 56, 53, 50, 49], [48, 51, 55, 52, 62], [58, 61, 65], [71, 64], [66, 67], [78, 68], [69, 70, 74], [72, 73, 76], [77, 75, 79, 82, 81], [80, 87, 83, 84, 85, 86, 88]]
163: [[38, 5, 7], [2, 22, 13, 1], [12, 3, 4, 6, 10], [9, 8], [27, 14, 15, 11, 17], [26], [21, 20, 24, 16], [23, 18, 19, 28, 25], [29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40], [42, 43, 57, 45, 55, 47, 49, 50, 51, 53, 48, 52, 56, 58, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
164: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31, 54, 35, 36, 32], [34], [39, 44, 37], [46, 40, 42, 43, 57, 45], [47, 49], [53, 50, 51, 48, 52], [55, 56], [58, 61, 62, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74, 72], [73, 76], [77, 75, 79], [82, 81, 80, 87, 83], [84, 85, 86, 88]]
165: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26, 21], [20, 24, 16], [23, 18], [19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31, 54], [35, 36, 32, 34, 39], [44, 37, 46, 40], [42, 43, 57, 45, 47], [49, 48], [53, 52, 51, 55], [50, 58], [56, 61, 62, 65, 71, 64, 66], [67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
166: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4, 6, 10], [9, 8, 27, 14], [15, 11, 17], [26, 21], [20, 24], [16, 23], [18], [19, 28, 25], [29, 59], [30, 60, 41, 63, 33], [31, 54, 35], [36, 32, 34, 39], [44, 37, 46, 40, 42], [43, 57], [45, 47, 49, 53, 48, 50], [55, 51, 52, 56, 58, 61], [62, 65, 71], [64, 66], [67, 78, 68], [69, 70, 74], [72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
167: [[38, 5, 7], [2, 22, 13], [1, 12, 3, 4], [6, 10], [9, 8], [27, 14, 15], [11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 55, 49, 48, 51, 52, 53, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
168: [[38, 5, 7], [2, 22, 13], [1, 12, 3], [4, 6], [10, 9, 8, 27], [14, 15, 11, 17], [26, 21, 20], [24, 16, 23], [18, 19, 28], [25, 29, 59, 30, 60], [41, 63], [33, 31, 54], [35, 36], [32, 34], [39, 44], [37], [46, 40, 42], [43, 57, 45, 47, 49], [55, 48, 51, 50, 53], [58, 52, 56, 62, 61], [65, 71, 64, 66, 67], [78, 68, 69], [70, 74, 72, 73, 76], [77, 75, 79], [82, 81, 80, 87, 83], [84, 85, 86, 88]]
169: [[38, 5, 7, 2], [22, 13, 1, 12], [3, 4, 6], [10, 9, 8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23], [18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39], [44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 53, 52, 48, 50, 61, 51, 55, 58, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
170: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4, 6], [10, 9], [8, 27, 14, 15], [11, 17, 26], [21, 20, 24], [16, 23, 18], [19, 28, 25], [29, 59], [30, 60], [41, 63, 33, 31], [54, 35, 36, 32], [34, 39, 44], [37, 46, 40, 42], [43, 57, 45], [62, 47, 49], [50, 48, 53], [55, 51, 58, 52], [56, 61, 65], [71, 64, 66, 67], [78, 68, 69, 70], [74, 72, 73, 76, 77], [75, 79], [82, 81, 80, 87, 83], [84, 85, 86, 88]]
171: [[38, 5, 7], [2, 22, 13, 1], [12, 3], [4, 6], [10, 9, 8, 27, 14], [15, 11, 17], [26, 21], [20, 24, 16, 23, 18], [19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31], [54, 35], [36, 32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47], [52, 49, 48, 51], [53, 55], [50, 56, 58, 62], [61, 65, 71], [64, 66, 67], [78, 68], [69, 70, 74], [72, 73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85], [86, 88]]
172: [[38, 5, 7], [2], [22, 13, 1, 12, 3, 4, 6, 10, 9, 8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 53, 48, 49, 51, 52, 55, 61, 58, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
173: [[38, 5, 7], [2, 22, 13], [1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31], [54, 35, 36], [32, 34], [39, 44], [37, 46, 40, 42], [43, 57, 45, 47], [50, 49], [51, 52, 55, 53, 48], [58, 56], [62, 61, 65, 71, 64], [66, 67, 78], [68, 69, 70], [74, 72, 73, 76, 77], [75, 79], [82, 81, 80, 87], [83, 84, 85, 86, 88]]
174: [[38, 5, 7, 2], [22, 13, 1], [12, 3, 4], [6, 10], [9, 8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 49, 51, 50, 52, 53, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
175: [[38, 5, 7, 2, 22], [13, 1], [12, 3, 4, 6, 10], [9, 8, 27], [14, 15, 11, 17, 26], [21, 20, 24, 16], [23, 18, 19, 28, 25], [29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45], [47, 52, 49, 51, 50], [55, 48, 53], [58, 56], [62, 61, 65, 71], [64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
