0: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32, 35], [54, 37], [42, 38], [34, 44, 36, 39, 40], [43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60, 69], [65, 66, 72], [78, 64], [67, 70, 68], [71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82], [87, 84, 85, 86, 88]]
153: [[22, 1, 12, 2, 7], [3, 4, 5], [6, 9, 10], [8, 27, 15, 11], [14, 41, 29, 13], [28, 20], [18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54], [37, 42], [38, 34, 44, 36, 39, 40, 43], [47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64], [67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
154: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29], [13, 28, 20, 18], [17, 25], [21, 19, 23, 24], [16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36], [39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68], [71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
155: [[22, 1, 12], [2, 7], [3, 4, 5], [6, 9, 10, 8], [27, 15, 11], [14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45], [46, 56, 50, 49], [52, 55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66], [72, 78, 64, 67], [70, 68], [71, 75, 73, 74], [77, 76], [79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
156: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29], [13], [28, 20, 18, 17, 25], [21], [19, 23, 24, 16, 58, 62, 63], [26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
157: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8], [27, 15], [11, 14, 41, 29], [13, 28, 20], [18, 17], [25, 21, 19, 23], [24, 16, 58, 62], [63, 26, 31], [30], [33, 32], [35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47], [45, 46, 56, 50], [49, 52, 55], [48, 57], [61, 53, 59, 51], [60, 69, 65, 66], [72, 78, 64, 67], [70, 68, 71, 75], [73, 74, 77, 76], [79, 80, 81, 83], [82], [87, 84, 85, 86, 88]]
158: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13], [28, 20], [18, 17, 25], [21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35], [54, 37, 42], [38, 34, 44, 36], [39, 40, 43], [47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81], [83, 82, 87, 84, 85, 86, 88]]
159: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8], [27, 15], [11, 14], [41, 29, 13, 28], [20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47], [45, 46, 56, 50, 49, 52, 55], [48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
160: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9, 10], [8, 27, 15], [11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26], [31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43], [47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
161: [[22, 1], [12, 2, 7, 3, 4], [5, 6, 9, 10], [8, 27, 15, 11], [14, 41, 29, 13], [28, 20, 18, 17], [25, 21, 19, 23], [24, 16, 58], [62, 63, 26, 31], [30, 33], [32, 35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43, 47, 45], [46, 56], [50], [49, 52], [55, 48, 57, 61], [53, 59, 51, 60, 69], [65, 66, 72], [78], [64, 67, 70, 68], [71, 75, 73, 74], [77, 76, 79, 80, 81], [83, 82, 87, 84, 85, 86, 88]]
162: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8, 27], [15, 11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23], [24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61], [53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
163: [[22, 1, 12, 2, 7], [3, 4, 5], [6, 9, 10], [8, 27, 15, 11], [14, 41, 29, 13], [28, 20], [18, 17, 25], [21, 19, 23], [24, 16], [58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34, 44, 36], [39, 40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65], [66], [72, 78, 64, 67], [70, 68, 71, 75], [73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
164: [[22, 1, 12], [2, 7], [3, 4], [5, 6, 9, 10], [8, 27, 15], [11, 14, 41, 29], [13, 28], [20, 18, 17], [25, 21], [19, 23, 24, 16], [58], [62, 63, 26, 31], [30], [33, 32, 35, 54], [37, 42, 38, 34, 44], [36, 39, 40, 43, 47], [45, 46], [56, 50], [49, 52], [55, 48, 57], [61, 53, 59], [51, 60, 69, 65], [66, 72, 78], [64], [67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87], [84, 85, 86, 88]]
165: [[22, 1, 12], [2, 7, 3], [4], [5, 6, 9], [10, 8], [27, 15, 11, 14], [41, 29, 13], [28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40], [43, 47, 45, 46, 56], [50], [49, 52, 55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66, 72], [78, 64], [67, 70, 68], [71, 75], [73, 74, 77], [76, 79, 80, 81, 83], [82, 87, 84, 85, 86], [88]]
166: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9, 10], [8, 27, 15], [11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42], [38, 34, 44, 36], [39, 40], [43, 47, 45], [46, 56, 50], [49, 52, 55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
167: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9], [10, 8], [27, 15, 11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33], [32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
168: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40], [43, 47], [45, 46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87], [84, 85, 86, 88]]
169: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9], [10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20], [18, 17, 25], [21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51], [60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
170: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8, 27, 15, 11, 14, 41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
171: [[22, 1], [12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15], [11, 14, 41, 29], [13, 28, 20], [18, 17], [25, 21, 19, 23], [24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42], [38, 34], [44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53], [59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70], [68, 71, 75], [73, 74, 77, 76], [79, 80, 81, 83], [82, 87, 84, 85], [86, 88]]
172: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27, 15, 11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53], [59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
173: [[22, 1, 12, 2], [7, 3, 4, 5, 6, 9, 10, 8, 27, 15, 11, 14, 41, 29, 13, 28, 20], [18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
174: [[22, 1, 12], [2, 7], [3], [4, 5, 6, 9, 10], [8, 27, 15, 11, 14], [41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
175: [[22, 1, 12, 2, 7, 3, 4], [5, 6, 9, 10, 8], [27, 15, 11, 14, 41, 29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
