0: [[83, 2, 12, 22], [3, 28, 18, 1, 13, 23], [4, 5], [35, 34, 11], [7, 14, 15, 46, 41], [45, 44, 8, 74, 81, 39, 10], [6, 57], [16, 59, 27, 17, 48, 51, 19], [20, 25, 21], [24, 26, 40, 29], [30, 31, 32, 78, 33], [36], [50, 37, 9, 38, 42], [47, 49, 60, 52, 61, 54], [55, 53, 62, 43], [56, 68, 66, 70], [63, 64, 72, 67], [71, 69], [65, 76, 73], [75, 79, 77], [80, 82, 84, 86], [87, 85, 88, 58]]
153: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 46, 53, 50, 54, 58, 49, 55, 57, 51, 62, 52, 56, 59, 63, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
154: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 46, 50, 47, 49, 54, 62, 51, 52, 56, 57, 59, 63, 53, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
155: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 58, 46, 49, 47, 50, 51, 53, 56, 54, 57, 59, 52, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
156: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 47, 45, 56, 43, 50, 63, 49, 57, 51, 55, 53, 60, 54, 62, 58, 59, 52, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
157: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 10, 9, 44, 8, 14, 17, 35], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 41, 40, 43, 55, 46, 57, 49, 58, 59, 45, 53, 47, 50, 52, 51, 54, 56, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
158: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 40, 41, 44, 14, 10, 9], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 17, 43, 55, 45, 62, 46, 58, 60, 51, 59, 49, 47, 52, 50, 53, 57, 56, 54, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
159: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 14, 26, 9, 44, 8, 17, 30, 10], [7, 27, 18, 16, 25, 23, 19, 41, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 53, 47, 45, 57, 58, 60, 50, 46, 49, 52, 54, 55, 51, 59, 56, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
160: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 14, 26, 9, 44, 8, 10, 17, 30], [7, 27, 18, 16, 25, 23, 19, 41, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 55, 45, 57, 58, 50, 59, 46, 56, 51, 53, 54, 47, 49, 52, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
161: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 10, 8, 45, 9, 14, 18, 17], [7, 27, 41, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 44, 57, 46, 50, 59, 49, 63, 58, 53, 52, 51, 62, 54, 55, 60, 56, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
162: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 9, 44, 8, 14, 26, 18], [7, 27, 17, 16, 25, 23, 19, 41, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 46, 59, 50, 54, 51, 49, 56, 55, 52, 60, 53, 58, 62, 57, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
163: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 8, 41, 44, 9, 10, 14, 17], [7, 27, 18, 16, 25, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 53, 56, 62, 60, 50, 51, 49, 55, 52, 58, 54, 57, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
164: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 14, 26, 8, 41, 44, 10, 9, 17], [7, 27, 18, 16, 25, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 54, 47, 45, 53, 46, 59, 49, 50, 51, 62, 52, 56, 55, 57, 63, 58, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
165: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 14, 8, 41, 44, 9, 10, 17], [7, 27, 18, 16, 25, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 50, 47, 52, 63, 57, 45, 60, 51, 49, 62, 46, 58, 53, 54, 55, 56, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
166: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 28, 41, 44, 8, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 30, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 57, 53, 54, 58, 45, 50, 51, 49, 52, 56, 59, 55, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
167: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 14, 26, 8, 41, 10, 17, 30, 9], [7, 27, 18, 16, 25, 23, 19, 44, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 53, 46, 57, 45, 51, 49, 50, 52, 55, 56, 60, 59, 62, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
168: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 14, 24, 41, 40, 44, 8, 10, 9], [7, 27, 18, 16, 25, 23, 19, 26, 17, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 30, 35, 45, 47, 46, 52, 51, 60, 49, 50, 53, 54, 63, 56, 55, 57, 58, 62, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
169: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 8, 41, 44, 9, 10, 17, 18], [7, 27, 14, 16, 25, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 45, 46, 52, 51, 50, 55, 53, 49, 56, 57, 58, 59, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
170: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 40, 41, 9, 14, 18, 17], [7, 27, 10, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 38, 44, 43, 55, 45, 57, 46, 52, 58, 47, 51, 49, 53, 50, 54, 56, 63, 60, 59, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
171: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 14, 8, 45, 9, 10, 17, 18], [7, 27, 30, 16, 25, 23, 19, 41, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 59, 44, 46, 52, 50, 60, 53, 56, 47, 57, 54, 62, 49, 51, 55, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
172: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 24, 40, 45, 8, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 30, 26, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 41, 43, 62, 47, 44, 46, 51, 50, 52, 49, 63, 54, 53, 60, 55, 56, 58, 57, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
173: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 28, 41, 40, 44, 9, 8, 18], [7, 27, 14, 16, 25, 23, 19, 26, 24, 17, 31, 61, 29, 48, 37, 32, 38, 42, 35, 30, 43, 55, 45, 51, 46, 60, 49, 63, 47, 50, 53, 54, 52, 58, 59, 56, 62, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
174: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 8, 40, 41, 9, 10, 17, 18], [7, 27, 14, 16, 25, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 46, 43, 47, 45, 53, 44, 49, 59, 50, 51, 58, 52, 54, 55, 62, 57, 56, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
175: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 28, 40, 41, 8, 9, 25, 17], [7, 27, 18, 16, 14, 23, 19, 26, 24, 30, 31, 61, 29, 48, 37, 32, 35, 42, 38, 44, 43, 55, 45, 57, 46, 50, 54, 49, 58, 51, 52, 53, 47, 59, 60, 56, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
176: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 26, 8, 40, 41, 9, 10, 25, 17], [7, 27, 18, 16, 14, 23, 19, 30, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 44, 43, 46, 47, 62, 49, 50, 45, 53, 51, 52, 55, 56, 54, 59, 58, 60, 57, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
177: [[83, 2, 12, 22, 3, 28, 1, 5, 13, 7], [4, 37, 33, 6, 14, 18, 20, 15, 42, 29, 9, 44, 21, 8, 23, 25], [26, 30, 17, 16, 27, 31, 19, 34, 24, 36, 39, 61, 40, 48, 11, 32, 60, 10, 35, 41, 79, 58, 46, 50, 43, 51, 38, 45, 47, 52, 54, 53, 56, 55, 49, 59, 62, 57, 63, 68], [66, 70, 64, 65, 72, 67, 71, 69, 77, 73, 74, 75, 76, 78, 80, 82, 86, 81, 84, 85, 87, 88]]
