0: [[1, 2, 36, 6, 12, 13, 22], [3, 31, 4], [5, 11, 7], [29, 8, 9, 39, 10], [14, 15, 16, 18], [17, 21, 20, 25], [26, 24, 60, 23], [59, 54, 55], [32, 42, 48, 41, 34, 51], [37, 19, 49, 50], [27, 38, 45, 40, 28], [46, 43, 44, 30], [33, 35, 53, 57], [56, 47, 52, 62], [61, 63, 58, 74], [65, 64, 69, 78, 66], [77, 68, 67, 71, 70], [73, 76, 75, 72], [79, 82, 83, 80, 85], [81, 86, 84, 87, 88]]
153: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
154: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
155: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
156: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
157: [[22, 1, 2, 36, 4, 15, 8, 14, 28, 12, 13], [6, 3, 9, 5, 7, 11, 16, 29, 24, 17, 18, 20, 21, 23, 25, 30, 31, 59, 53, 55, 39, 34, 44, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
158: [[22, 1, 2, 12, 36, 4, 24, 14, 28, 7], [6, 3, 9, 5, 13, 8, 10, 11, 31, 15, 17, 16, 20, 18, 29, 21, 27, 30, 23, 55, 25, 39, 53, 44, 34], [19, 41, 32, 35, 26, 59, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
159: [[22, 1, 2, 36, 4, 14, 24, 11, 12, 29], [6, 3, 9, 5, 7, 8, 10, 15, 31, 17, 13, 18, 16, 21, 28, 25, 20, 30, 59, 53, 23, 39, 42, 34, 44], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 55, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
160: [[22, 1, 2, 36, 4, 12, 24, 14, 28, 7], [6, 3, 9, 5, 15, 8, 11, 18, 13, 29, 16, 17, 20, 21, 23, 25, 27, 31, 63, 53, 55, 39, 44, 30, 10], [19, 41, 32, 35, 26, 34, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 59, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
161: [[22, 1, 2, 36, 4, 15, 23, 8, 29, 12, 13], [6, 3, 9, 5, 7, 14, 11, 17, 21, 16, 18, 19, 20, 24, 25, 28, 31, 59, 57, 53, 39, 47, 34, 10], [30, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 44, 45, 46, 48, 50, 49, 51, 52, 58, 55, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
162: [[22, 1, 2, 36, 4, 15, 12, 13, 8, 23], [6, 3, 9, 5, 7, 14, 10, 11, 16, 28, 17, 18, 21, 20, 25, 29, 24, 30, 63, 31, 53, 39, 37, 42, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 44, 38, 55, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 59, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
163: [[22, 1, 2, 12, 36, 4, 24, 10, 28, 13], [6, 3, 9, 5, 7, 8, 11, 15, 29, 17, 16, 18, 14, 20, 21, 23, 31, 25, 27, 49, 55, 30, 46, 39, 34], [19, 41, 32, 35, 26, 44, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 53, 48, 50, 59, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
164: [[22, 1, 2, 12, 36, 4, 20, 23, 8, 11], [6, 3, 9, 5, 7, 13, 10, 15, 14, 21, 16, 17, 18, 24, 29, 28, 25, 30, 31, 59, 53, 55, 47, 34, 39], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 44, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
165: [[22, 1, 2, 12, 4, 14, 20, 15, 8, 23], [6, 3, 9, 5, 7, 13, 11, 21, 29, 17, 16, 28, 18, 31, 34, 24, 25, 30, 63, 59, 55, 39, 46, 36, 10], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 44, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 53, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
166: [[22, 1, 2, 36, 4, 13, 8, 12, 28, 14], [6, 3, 9, 5, 7, 16, 10, 11, 15, 23, 17, 18, 20, 21, 24, 29, 30, 31, 27, 53, 25, 55, 37, 42, 34], [19, 41, 32, 35, 26, 39, 56, 40, 33, 44, 38, 59, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
167: [[20, 1, 36, 6, 12, 13, 2, 14, 27, 4], [5, 3, 11, 7, 9, 8, 18, 10, 15, 31, 16, 17, 26, 21, 28, 29, 25, 24, 62, 23, 61, 55, 39, 44, 34], [19, 41, 32, 35, 30, 33, 48, 50, 37, 38, 42, 40, 22, 43, 47, 45, 46, 49, 52, 53, 51, 56, 58, 57, 54, 60, 63, 59, 74, 65, 64], [69, 76, 66, 77, 70, 67, 71, 68, 72, 73, 75, 79, 78, 82, 83, 80, 85, 81, 86, 84, 87, 88]]
168: [[7, 1, 4, 14, 36, 13, 2, 11, 24, 23], [6, 9, 3, 10, 5, 8, 35, 12, 15, 18, 16, 17, 22, 20, 21, 28, 26, 30, 62, 51, 59, 54, 55, 27, 42], [29, 41, 34, 31, 38, 19, 57, 32, 25, 37, 39, 40, 52, 43, 47, 45, 44, 33, 46, 53, 48, 50, 56, 49, 61, 60, 63, 58, 74, 65, 64], [69, 78, 66, 77, 68, 67, 71, 70, 73, 76, 75, 72, 79, 82, 83, 80, 85, 81, 86, 84, 87, 88]]
169: [[16, 3, 34, 12, 36, 13, 4, 11, 25, 22], [6, 1, 2, 5, 7, 8, 46, 9, 15, 10, 14, 17, 19, 20, 21, 29, 24, 28, 31, 23, 61, 55, 39, 32, 42], [48, 41, 18, 51, 26, 27, 30, 50, 33, 35, 37, 40, 60, 38, 47, 44, 62, 43, 45, 49, 53, 52, 59, 54, 56, 57, 58, 63, 74, 65, 64], [69, 78, 66, 73, 68, 67, 77, 71, 72, 76, 79, 70, 75, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
170: [[22, 1, 2, 12, 4, 15, 11, 23, 8, 29], [6, 3, 9, 5, 7, 13, 10, 14, 31, 16, 17, 18, 20, 21, 28, 25, 24, 30, 27, 59, 53, 55, 39, 42, 34], [19, 41, 32, 35, 26, 36, 56, 40, 33, 37, 38, 44, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
171: [[7, 1, 2, 12, 4, 13, 22, 6, 25, 3], [5, 11, 9, 21, 10, 8, 14, 18, 15, 29, 16, 19, 17, 23, 20, 26, 24, 28, 62, 31, 51, 54, 55, 36, 42], [33, 41, 32, 35, 34, 27, 48, 56, 37, 39, 45, 40, 38, 47, 43, 44, 30, 49, 50, 46, 53, 57, 59, 52, 61, 60, 63, 58, 74, 65, 64], [69, 70, 67, 77, 68, 66, 71, 73, 72, 76, 79, 75, 78, 84, 83, 80, 85, 81, 86, 82, 87, 88]]
172: [[22, 1, 2, 36, 4, 14, 24, 21, 13, 10], [6, 3, 9, 5, 7, 8, 11, 12, 29, 15, 17, 16, 20, 18, 28, 25, 30, 31, 59, 23, 55, 39, 34, 42, 35], [19, 41, 32, 44, 26, 27, 56, 40, 33, 37, 38, 53, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
173: [[20, 1, 34, 4, 44, 13, 6, 3, 27, 2], [5, 7, 15, 29, 8, 9, 11, 10, 14, 12, 16, 17, 18, 22, 21, 23, 25, 28, 31, 24, 53, 55, 39, 26, 30], [32, 41, 36, 35, 37, 19, 49, 56, 42, 38, 47, 40, 48, 50, 43, 45, 51, 33, 54, 58, 57, 52, 46, 60, 62, 61, 63, 59, 74, 65, 64], [69, 76, 66, 73, 70, 67, 79, 71, 68, 72, 75, 77, 78, 82, 84, 80, 85, 81, 86, 83, 87, 88]]
174: [[16, 3, 34, 4, 12, 13, 22], [6, 31, 1], [5, 2, 7], [21, 10, 9, 14, 8], [11, 15, 17, 18], [19, 23, 20, 25], [27, 24, 29, 26], [53, 55, 39], [40, 28, 50, 41, 32, 51], [33, 36, 48, 56], [35, 37, 44, 38, 30], [46, 43, 42, 62], [45, 47, 49, 52], [54, 58, 60, 57], [59, 61, 63, 74], [65, 64, 69, 68, 67], [73, 70, 66, 77, 71], [72, 76, 79, 75], [78, 84, 82, 80, 85], [81, 86, 83, 87, 88]]
175: [[7, 1, 4, 6, 12, 13, 22], [2, 30, 5], [8, 3, 11], [29, 10, 9, 15, 17], [14, 31, 16, 19], [18, 21, 20, 24], [27, 26, 60, 59], [51, 54, 55], [44, 34, 23, 41, 32, 35], [25, 28, 57, 40], [37, 36, 38, 42, 39], [47, 43, 45, 48], [33, 49, 53, 50], [56, 46, 52, 61], [58, 63, 62, 74], [65, 64, 69, 68, 67], [77, 70, 66, 71, 72], [73, 76, 75, 79], [78, 82, 83, 80, 85], [81, 86, 84, 87, 88]]
176: [[3, 2, 4, 14, 6, 13, 20], [9, 28, 7], [5, 11, 1], [10, 12, 8, 15, 19], [22, 31, 16, 18], [17, 21, 23, 24], [26, 25, 60, 51], [59, 54, 55], [32, 42, 50, 41, 29, 30], [33, 27, 56, 34], [35, 37, 36, 38, 62], [39, 47, 44, 40], [48, 43, 49, 45], [46, 52, 53, 61], [57, 63, 58, 74], [65, 64, 69, 70, 67], [77, 68, 66, 71, 73], [72, 76, 79, 75], [78, 84, 83, 80, 85], [81, 86, 82, 87, 88]]
177: [[3, 1, 2, 12, 36, 13, 6], [4, 28, 7], [8, 11, 5], [29, 10, 9, 38, 15], [14, 17, 16, 18], [19, 20, 21, 24], [26, 30, 22, 59], [51, 54, 55], [32, 42, 48, 41, 34, 23], [25, 27, 57, 40], [31, 33, 39, 35, 60], [46, 43, 44, 62], [37, 45, 49, 50], [52, 47, 53, 61], [56, 58, 63, 74], [65, 64, 69, 70, 67], [73, 68, 66, 77, 71], [75, 76, 79, 72], [78, 84, 82, 80, 85], [81, 86, 83, 87, 88]]
