0: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50], [13, 1, 24, 12], [43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
153: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64, 5, 30], [32, 33], [6, 9], [10, 11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
154: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81, 21], [52, 25, 8, 34, 23, 39, 68, 36, 35, 40, 73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
155: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
156: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18], [29, 75, 37], [7, 54, 38], [42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
157: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8], [34, 23, 39, 68, 36, 35], [40, 73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
158: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31], [59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
159: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64], [5, 30], [32, 33], [6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29], [75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
160: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68, 36, 35, 40, 73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
161: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40], [73, 60], [46, 48, 16], [22, 70, 71, 28, 50, 13, 1, 24, 12, 43], [2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
162: [[56, 45], [63, 47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16], [22, 70, 71], [28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
163: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
164: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
165: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78], [57, 31], [59, 62, 19], [26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85], [66, 69], [74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
166: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21, 52, 25, 8, 34, 23, 39, 68, 36, 35, 40], [73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
167: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30, 32], [33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
168: [[56, 45, 63], [47, 27], [55, 86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23, 39, 68, 36, 35, 40, 73, 60], [46, 48], [16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
169: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8, 34, 23, 39, 68, 36, 35, 40, 73, 60, 46, 48, 16, 22, 70, 71, 28, 50], [13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
170: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12, 43], [2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
171: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
172: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2], [3, 4, 64, 5], [30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
173: [[56, 45, 63], [47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40], [73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
174: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1], [24, 12, 43], [2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
175: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13, 1], [24, 12], [43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
