0: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [9, 6], [41, 15, 14], [25, 18, 13, 23], [19, 17, 21], [26, 16, 11, 30], [20, 29, 27], [28, 31, 63], [36, 33, 37, 34], [44, 32, 39, 8], [35], [40, 42], [47, 46, 45], [50, 54, 53, 51, 52], [58, 49], [57, 56, 55], [61, 48, 59], [60, 62, 65, 43], [64, 66, 70], [67, 71], [72, 68], [77, 75, 69, 10], [73, 74, 78], [76, 81, 80], [82, 79, 83], [86, 84, 85, 87, 88]]
153: [[38, 5, 7], [4, 3, 24, 1, 2, 12, 22, 34], [6, 8, 15, 9, 13], [10, 14, 11, 18, 17, 23, 20, 29, 19, 16, 21, 26, 51, 30, 42, 43, 31, 28, 27, 45, 33, 32, 52, 36, 40, 37, 35, 41, 44, 25], [46, 47, 57, 50, 63, 48, 55, 56, 39, 49, 62, 54, 53, 58, 59, 60, 61, 65, 66, 69, 64, 68, 71, 76, 78, 67, 72, 70, 73, 74, 77, 79, 75, 84, 80, 86, 83, 81, 82, 87, 85, 88]]
154: [[38, 5, 7], [4, 3, 24, 1, 2, 12, 22, 6, 9, 11, 8, 14, 13, 16, 15, 10, 23, 18, 17, 26, 19, 20, 21, 27, 31, 29], [51, 45, 28, 52], [56, 61, 30, 44, 25, 33, 57, 46, 43, 37, 32, 35, 34, 36, 42, 39, 40, 58, 41, 47, 49, 59, 48, 53, 60, 54, 63, 50, 55, 62, 66, 65, 64, 68, 70, 77, 69], [78, 75, 72, 76, 67, 79, 74, 73, 71, 81, 82, 80, 84, 87, 83, 86, 85, 88]]
155: [[38, 5, 7, 4], [3, 24, 1, 2, 12, 22, 6, 10, 40, 9, 11, 13, 15, 14, 27, 52, 29, 8, 16, 19, 17, 25, 18, 20, 21, 57, 23, 61, 30, 45, 32, 26, 28, 31, 33, 48, 37, 55, 49, 44, 35, 34, 36, 43, 47, 39, 51, 41, 42, 54, 56, 46, 50, 53, 59, 62, 60, 63, 58, 67, 64, 65, 66, 71, 77, 68, 69, 75, 73, 79, 72, 70, 74, 76, 78, 81, 83, 80, 82, 84], [86, 85, 87, 88]]
156: [[38, 5], [7, 4, 3, 24, 1, 2, 12], [22, 6, 9, 10, 11, 14, 25, 27, 13, 43, 15, 29, 17, 8, 20, 16, 19, 21, 23, 26, 28, 31, 30, 34, 59, 46, 45, 32, 40, 41, 52, 44, 18], [35, 62, 37, 33, 39, 36, 42, 47, 49, 61, 53, 48, 54, 51, 50, 63, 55, 57, 56, 58, 60, 66, 64, 65, 68, 70, 67, 71, 76, 79, 69, 72, 73, 74, 77, 75, 78, 80, 83, 81, 84], [82, 87, 86, 85, 88]]
157: [[38, 5, 7], [4, 3, 24, 1, 2, 12, 22, 6, 8, 15, 9], [26, 30, 19, 10, 11, 20, 29, 13], [14, 25, 17, 16, 18], [28, 23, 49, 21, 27, 31, 59, 58], [33, 35, 34, 36, 46, 32, 39, 37, 40, 41, 42, 44, 45, 47, 48, 43, 51, 50, 60, 52, 53, 54, 56, 57, 55, 61], [62, 63, 65, 66, 64], [70, 71, 76], [69, 78, 73, 74, 67, 72, 75, 79, 83, 68, 84, 82, 81, 77, 80, 86, 85, 87, 88]]
158: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [6, 10], [8, 11, 40, 15], [13, 9, 27], [62, 14, 19, 18], [16, 25, 17, 50], [21, 28, 20], [23, 26], [61, 58, 29, 30, 52], [32, 35, 33, 41], [36, 34, 37, 39, 31, 42, 47], [43, 45], [44, 54, 46], [49, 59, 48], [57, 51], [53, 60, 63, 55, 56, 70, 64], [68, 69, 66, 65, 78, 67, 74], [73, 75, 77, 72, 79, 85, 76, 71, 83, 80], [86, 87, 82, 84, 81, 88]]
159: [[38, 5, 7, 4], [3, 24], [1, 2], [12, 22, 10], [6, 40, 8, 15], [17, 31], [13, 9, 11], [23, 19, 20, 25, 26, 28, 16], [51, 21, 18, 29, 30, 14, 53, 42, 27, 36, 34, 37, 41, 33, 35, 57, 32, 39, 46, 50, 63, 48, 43, 44, 49, 45, 60, 47, 52, 55, 54, 61, 56, 58, 59, 62, 66, 68, 73, 64, 86, 69, 72, 65, 77, 75, 70, 67, 71, 78, 76], [81, 84, 83, 74, 79, 80, 82, 87, 85, 88]]
160: [[38, 5, 7], [4, 3], [24, 1, 2, 12], [22, 6, 9], [11, 8, 10], [13, 20, 30], [14, 57], [15, 16, 19, 17], [18, 28, 27, 21, 31, 54, 53, 58, 52, 33, 29, 23, 42], [25, 45, 34, 50, 26, 60, 40, 32, 43, 35], [36, 37], [39, 41], [56, 46, 44, 47, 61, 48, 49, 51, 55, 63], [62, 59, 66, 64, 67], [70, 69, 68, 74, 65, 79, 71, 75, 72, 73, 77, 78, 76, 81, 82, 80, 83, 87], [84, 85, 86, 88]]
161: [[38, 5, 7], [4, 3], [24, 1], [2, 12], [22, 6, 9, 8], [11, 15, 10], [19, 13], [29, 26, 18, 16, 20], [17, 21, 25, 51, 23, 28, 31, 30, 32, 27, 42, 33, 34, 50, 35, 46, 36, 37, 14, 39, 40, 45, 41, 44, 43, 56, 47, 48, 52, 54, 49, 57, 58], [53, 55, 60, 61, 59, 62, 63, 64, 67, 68, 65, 66, 71, 69, 73, 70, 79, 72, 76, 74], [75, 77, 78, 86, 80, 83, 88, 81, 82, 84, 85, 87]]
162: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 9, 10, 8, 13, 28, 30, 21, 11, 14, 17, 15, 16, 20, 18, 19, 55, 23, 26, 25, 29], [51, 31, 47], [27, 58], [48, 32], [33, 46, 34, 43], [35, 39, 45], [41, 44, 37, 59, 36, 40, 61, 42, 54, 49, 52, 50, 53, 62, 63, 56, 57, 60, 64, 76, 66, 67, 65, 70, 74, 78, 69, 68, 71, 73, 72, 75, 77, 79, 84, 81, 82, 83], [80, 86, 85, 87, 88]]
163: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 20], [11, 10, 9], [14, 16], [17, 31, 13], [8, 15], [22, 21, 19], [6, 18], [28, 23], [29, 25, 26], [30, 27, 32, 37, 33, 35, 48, 42, 43, 39, 41, 46], [53, 36, 45, 40, 34, 59, 44, 47, 55, 50, 61, 57, 51, 52, 49, 62], [54, 60, 56, 58, 63, 65, 68, 75, 66, 69, 64, 76, 78, 77, 67, 74, 73, 70, 71, 72, 79, 84, 82, 83, 80, 81, 86, 85, 87, 88]]
164: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 9, 10, 8, 31, 30, 11, 13, 18, 14, 23, 15, 16, 20, 21, 17, 55, 26, 19, 27, 29], [28, 33, 35], [25, 36], [39, 40], [41, 44, 32, 43], [46, 48, 45], [56, 51, 37, 63, 34, 42, 49, 47, 60, 53], [52, 50, 61, 54, 59, 58, 57, 62, 72, 65, 64, 66, 71, 67, 70, 78, 69, 68, 77, 73, 76, 74, 75, 79, 84, 85], [82, 83, 80, 87, 86, 81, 88]]
165: [[38, 5], [7, 4, 3, 24, 1, 2, 12, 22, 10, 9, 6, 8, 11, 13, 14, 29, 18, 15, 28, 16, 17, 19, 20, 23, 50, 25, 21, 30, 26, 27, 31, 36, 47, 57, 32, 46, 34, 35, 33, 37, 39, 42, 60, 40, 41, 43, 49, 44, 45, 48], [52, 54, 53, 51, 56, 58, 55, 59, 61, 62, 63, 66, 72, 69, 71, 64, 68, 70, 65, 67, 76, 75, 73, 74, 78, 79, 77, 83, 80, 81, 82, 85, 84, 86, 87, 88]]
166: [[38, 5], [7, 4, 3, 24, 1, 2, 12], [22, 6, 34, 9, 10, 13, 15], [11, 14, 8, 31, 19, 20, 18, 54, 25, 16], [17, 21, 23, 57, 29, 30, 26, 43, 32, 49, 27, 60, 42, 35, 53, 37, 36, 28, 45, 33, 39, 46, 40, 63, 41, 44, 47, 52, 48, 50, 58, 51, 55, 56, 59, 70, 61, 65, 74, 62, 67, 64, 76, 68, 78, 73, 66, 69, 79, 72, 71, 85, 81, 82, 87, 75, 77, 84, 80, 83, 86, 88]]
167: [[38, 5, 7], [4, 3], [24, 1, 2], [12, 20], [11, 6, 41], [10, 15], [8, 27], [9, 22, 17], [19, 23, 45], [13, 14], [60, 16, 28], [18, 21], [26, 25, 62, 33, 48, 34, 29, 59, 42, 30, 31, 32, 49, 47, 35, 40, 36, 39, 43, 37, 52, 54, 61, 50, 51, 53, 57, 63, 55, 44, 58, 46, 56, 65, 64, 75, 67, 71, 66, 76, 70, 72, 68, 73], [74, 82, 77, 79, 84, 80, 86, 81, 78, 83, 87, 69, 85, 88]]
168: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 6, 9, 11, 8, 17, 13, 30], [16, 18, 19, 14, 15, 28, 20, 26, 23, 29, 21, 31, 52, 27, 42, 25, 61, 35, 32, 33, 53, 59, 10, 34, 36, 45, 43, 44, 37, 39, 40, 47, 46, 41, 50, 57, 48, 49, 54], [60, 56], [62, 51, 55, 58, 63, 66, 72, 69, 68, 76, 67, 64, 78, 75, 70, 73, 65, 71, 74, 77, 79, 84, 81, 80, 86, 83, 85, 82, 87, 88]]
169: [[7, 6, 5], [4, 3, 24, 1, 2, 12, 22, 10, 9, 8, 11, 15], [28, 27, 13, 25, 19, 14, 17, 16, 23, 20, 18, 54, 29, 31, 26, 21, 37, 30, 44, 35, 55, 33, 39, 50, 38, 41, 34, 40, 32, 45, 42, 36, 43, 53, 47, 63, 46, 49, 51, 52, 58, 57], [48, 56, 60], [59, 61, 62, 66, 72, 69, 67, 65, 64, 70, 68, 79], [71, 75, 73, 76, 78, 74, 77, 81, 80, 83, 82, 84, 86, 85, 87, 88]]
170: [[38, 5], [7, 4], [3, 24, 1, 2, 12, 22, 6, 14, 9], [8, 10], [27, 11, 19, 15], [23, 20, 13, 53, 16, 17, 51, 18, 21, 31, 28, 25], [60, 26, 58], [30, 42, 50], [48, 33, 29, 34], [43, 35, 39], [37, 40], [44, 45, 55, 36, 32], [41, 47, 54, 46], [52], [63, 56, 59, 49, 57], [61, 62, 66, 64, 67, 65, 69, 71], [68, 76], [77, 70, 73, 72, 75, 74, 78, 79, 81, 84, 82, 80, 83, 85], [86, 87, 88]]
171: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 6, 10, 9, 8, 11, 30, 27, 13, 15, 21, 14, 16, 19, 17, 18, 23, 28, 20, 25, 26, 29, 51, 44], [56, 46, 52, 33, 31, 53, 37, 45, 32, 39], [34, 36, 35, 47], [40, 42], [41, 58, 43, 61, 57, 48, 50, 49, 55, 54, 60, 59, 62, 63, 66, 64, 71, 65, 68, 69, 67, 75, 77, 70, 73], [74, 72, 78, 76, 79, 82, 80, 83, 81, 85, 86, 84, 87, 88]]
172: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 10, 9, 35, 8, 15, 6, 11, 29, 21, 17, 27, 13, 40, 23, 18, 19, 54, 14, 25, 16, 20, 26, 28, 47, 32, 50, 30, 46, 39, 33, 31, 34, 36, 37, 41, 42, 52, 44, 45, 43, 60, 49, 53, 48], [51, 55, 61, 56, 62, 59, 58, 63, 57, 66, 72, 69, 67, 83], [64, 65, 70, 71, 68, 79, 73, 74, 75, 76, 77, 84, 80, 78, 81, 82, 86, 87, 85, 88]]
173: [[38, 5, 7, 4, 3, 24, 1, 2], [12, 22, 6, 11, 9, 8, 14], [30, 26, 10, 27, 15, 25], [13, 16, 20, 23, 18, 19, 29, 17, 21, 41, 55], [44, 56, 28, 48, 35, 51, 31, 40, 36, 32, 37, 33, 34], [39, 42, 46, 43, 47, 45, 50, 57, 54, 53, 61, 49, 52, 62, 59, 58, 60, 63, 66, 72, 64, 69, 68, 71, 70, 65, 75, 76, 67, 78, 73, 77, 74, 79, 85, 80, 86, 83, 81, 87, 84, 82, 88]]
174: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 10, 9, 6, 8, 27, 11], [13, 14, 17, 45, 19, 15, 16, 20, 18, 23, 25, 29, 26, 21, 61, 28, 30, 41, 58, 32, 35, 50, 47, 37, 31, 34, 33, 44, 62, 43, 36, 40, 42, 46, 48, 51, 49, 53, 57], [39, 52, 54], [56, 55, 60, 63, 59, 68, 65, 66, 69, 64], [71, 67, 78, 73, 70, 77, 72, 74, 79, 75, 85, 84, 80, 76, 83, 81, 82, 86, 87, 88]]
175: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 6, 9, 10, 8, 11, 30, 26, 15, 13, 20, 21, 25, 28, 17, 23, 16, 27, 55, 19, 18, 45, 29], [31, 60, 34, 48, 35, 42, 14, 33, 32, 36], [47, 39, 37, 58, 57, 46, 40, 41, 49, 51, 59, 44, 43, 50, 53, 52, 54, 56, 62, 61, 63, 66, 65, 64, 68, 70], [71, 69, 79, 67, 72, 77, 74, 78, 76, 75, 73, 80, 87, 83, 81, 84, 82, 86, 85, 88]]
176: [[38, 5, 7, 4, 3, 24, 1, 2, 12, 22, 6, 10, 9, 8, 30, 11, 14, 16, 15, 25, 13, 19, 60, 17, 18, 20, 21, 23, 27, 28, 31, 42], [29, 50, 55, 33, 26, 40, 34, 32, 45, 61, 58, 35, 36, 37, 39, 43, 44, 41, 48, 47], [51, 46], [49, 52, 56], [54, 53, 57, 59, 63, 62, 66, 65, 64, 68, 77], [67, 71, 70, 74, 76, 72, 75, 79, 69, 73, 78, 80, 82, 83, 84, 81, 86, 85, 87, 88]]
177: [[38, 5, 7], [4, 3, 24], [1, 2, 12], [22, 6, 11], [8, 9, 14], [31, 10], [15, 18], [55, 13, 26, 16, 20, 19, 17], [21, 23, 27], [25, 59, 32, 61, 28, 63, 29], [50, 30], [33, 37], [36, 35, 34], [39, 40], [45, 41, 43], [42, 44, 51, 48], [58, 47], [56, 53], [49, 46, 62, 52, 54, 57, 60, 66], [65, 67, 69, 64, 71, 74, 70], [72, 73, 76, 79, 68, 75], [77, 82, 87, 80, 85, 78, 86, 83, 84, 81, 88]]
