0: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
153: [[50, 7, 5, 2], [22, 1], [37, 19, 3, 4], [8, 14, 6, 11], [43, 9, 10, 15, 28, 12, 13, 25], [20, 16, 17], [18, 21, 23, 24, 26, 27, 59, 29], [31, 30], [33, 53, 34, 44, 39, 32, 35], [36, 46, 38], [42, 57, 40], [45, 41, 60, 47, 48, 49, 55, 51], [54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
154: [[50, 7, 5], [2, 22], [1, 37, 19, 3, 4], [8, 14], [6, 11, 43, 9], [10, 15, 28, 12], [13, 25], [20, 16, 17], [18, 21, 23, 24, 26, 27, 59], [29, 31], [30, 33, 53, 34, 44], [39, 32], [35, 36, 46, 38, 42], [57, 40], [45, 41, 60, 47], [48, 49, 55, 51], [54, 52, 56], [58, 62, 61, 63, 64], [69, 67, 65], [70, 66, 71, 68, 73, 76, 74], [72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
155: [[50, 7, 5, 2, 22, 1, 37, 19, 3, 4, 8, 14, 6], [11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
156: [[50, 7], [5, 2, 22, 1], [37, 19, 3, 4], [8, 14, 6], [11, 43, 9], [10, 15, 28, 12], [13, 25, 20], [16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31, 30], [33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42], [57, 40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67], [65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79], [78, 82, 81], [83, 80, 87], [84, 85, 86, 88]]
157: [[50, 7], [5, 2, 22], [1, 37, 19, 3], [4, 8, 14, 6, 11, 43, 9], [10, 15, 28, 12, 13], [25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59], [29, 31, 30, 33], [53, 34, 44], [39, 32, 35], [36, 46, 38, 42], [57, 40, 45, 41], [60, 47], [48, 49, 55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
158: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
159: [[50, 7], [5, 2, 22, 1], [37, 19, 3, 4], [8, 14, 6], [11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24], [26, 27], [59, 29, 31, 30], [33, 53], [34, 44, 39], [32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47], [48, 49], [55, 51, 54], [52, 56, 58], [62, 61, 63], [64, 69, 67], [65, 70], [66, 71, 68, 73], [76, 74, 72], [75, 77, 79, 78], [82, 81], [83, 80, 87, 84, 85, 86, 88]]
160: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11, 43], [9, 10, 15, 28], [12, 13, 25], [20, 16], [17, 18], [21, 23, 24], [26, 27, 59], [29, 31, 30], [33, 53, 34, 44], [39, 32], [35, 36, 46, 38], [42, 57, 40, 45], [41, 60, 47, 48, 49], [55, 51], [54, 52, 56], [58, 62, 61], [63, 64], [69, 67, 65, 70], [66, 71, 68], [73, 76, 74], [72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84], [85, 86, 88]]
161: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28, 12], [13, 25], [20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60], [47, 48, 49, 55], [51, 54, 52, 56, 58, 62, 61, 63, 64, 69], [67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
162: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6, 11, 43, 9, 10, 15], [28, 12], [13, 25, 20], [16, 17, 18], [21, 23, 24, 26], [27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46, 38, 42], [57, 40, 45, 41], [60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62], [61, 63, 64], [69, 67, 65, 70], [66, 71, 68, 73], [76, 74, 72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84], [85, 86, 88]]
163: [[50, 7, 5], [2, 22], [1, 37], [19, 3, 4], [8, 14], [6, 11, 43, 9], [10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23, 24], [26, 27, 59], [29, 31, 30], [33, 53, 34], [44, 39, 32], [35, 36, 46, 38, 42], [57, 40, 45], [41, 60, 47, 48, 49, 55, 51, 54, 52, 56], [58, 62, 61, 63, 64], [69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
164: [[50, 7], [5, 2, 22, 1, 37, 19, 3, 4], [8, 14, 6, 11, 43], [9, 10, 15, 28, 12, 13, 25], [20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
165: [[50, 7, 5, 2, 22, 1, 37, 19, 3, 4, 8, 14], [6, 11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48], [49, 55], [51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85], [86, 88]]
166: [[50, 7], [5, 2, 22], [1, 37, 19], [3, 4, 8, 14, 6, 11, 43, 9], [10, 15, 28, 12], [13, 25, 20, 16, 17, 18, 21, 23], [24, 26], [27, 59, 29, 31, 30, 33], [53, 34], [44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61], [63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74], [72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
167: [[50, 7, 5, 2], [22, 1], [37, 19], [3, 4, 8], [14, 6, 11, 43, 9], [10, 15, 28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29, 31], [30, 33, 53, 34, 44], [39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41, 60], [47, 48], [49, 55, 51], [54, 52, 56], [58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68], [73, 76, 74, 72], [75, 77, 79, 78, 82, 81], [83, 80, 87, 84], [85, 86, 88]]
168: [[50, 7, 5, 2, 22], [1, 37, 19], [3, 4, 8, 14, 6, 11, 43, 9], [10, 15, 28, 12], [13, 25], [20, 16, 17], [18, 21], [23, 24, 26, 27], [59, 29, 31, 30], [33, 53, 34, 44], [39, 32], [35, 36, 46], [38, 42, 57], [40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61], [63, 64], [69, 67, 65, 70, 66], [71, 68], [73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
169: [[50, 7, 5, 2, 22, 1, 37, 19, 3, 4, 8, 14], [6, 11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41], [60, 47], [48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64], [69, 67, 65, 70], [66, 71, 68, 73, 76, 74, 72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
170: [[50, 7], [5, 2, 22, 1], [37, 19, 3, 4, 8, 14], [6, 11], [43, 9, 10], [15, 28, 12, 13, 25], [20, 16, 17, 18], [21, 23, 24, 26, 27], [59, 29, 31, 30], [33, 53, 34], [44, 39, 32, 35], [36, 46], [38, 42, 57, 40, 45, 41, 60], [47, 48, 49, 55], [51, 54, 52, 56, 58, 62, 61, 63], [64, 69, 67], [65, 70, 66], [71, 68, 73], [76, 74, 72], [75, 77, 79, 78], [82, 81, 83], [80, 87, 84, 85], [86, 88]]
171: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9], [10, 15, 28], [12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44], [39, 32, 35, 36], [46, 38], [42, 57, 40, 45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56], [58, 62, 61, 63, 64, 69, 67], [65, 70, 66, 71, 68, 73], [76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
172: [[50, 7, 5, 2, 22], [1, 37], [19, 3, 4], [8, 14, 6, 11, 43, 9], [10, 15, 28, 12, 13, 25, 20], [16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
173: [[50, 7, 5], [2, 22], [1, 37, 19, 3, 4, 8], [14, 6, 11, 43, 9], [10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33], [53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
174: [[50, 7], [5, 2, 22, 1, 37, 19, 3, 4], [8, 14, 6, 11], [43, 9, 10, 15, 28, 12, 13, 25], [20, 16, 17], [18, 21, 23], [24, 26, 27, 59], [29, 31, 30], [33, 53, 34, 44], [39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74], [72, 75, 77], [79, 78], [82, 81, 83, 80], [87, 84], [85, 86, 88]]
175: [[50, 7, 5], [2, 22, 1], [37, 19, 3, 4], [8, 14], [6, 11, 43, 9], [10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55], [51, 54, 52, 56, 58], [62, 61], [63, 64, 69, 67, 65, 70, 66, 71], [68, 73, 76, 74], [72, 75, 77, 79], [78, 82, 81, 83, 80, 87], [84, 85, 86, 88]]
