0: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57], [53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68, 72], [73, 74, 78, 75, 77], [79, 82], [83], [84, 81, 80, 87], [85, 86, 88]]
153: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62], [64, 69, 67], [71, 70], [76, 65, 66], [68, 72, 73], [74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
154: [[7, 4], [37, 5, 19], [3, 10], [9, 2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38], [42, 32], [35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50, 51], [55, 52, 59, 49, 57], [53, 63, 58, 62], [64, 69, 67, 71, 70, 76, 65], [66, 68, 72, 73, 74, 78, 75], [77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
155: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53], [63, 58], [62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72, 73], [74, 78, 75, 77], [79, 82], [83], [84, 81, 80, 87], [85, 86, 88]]
156: [[7, 4], [37, 5], [19, 3, 10], [9, 2], [1, 6, 14], [15, 12, 22, 24], [8, 11, 17], [21, 18], [29, 13, 23], [16, 28], [20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74], [78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
157: [[7, 4], [37, 5], [19, 3], [10, 9, 2], [1, 6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38], [42, 32, 35], [46, 60, 41], [36, 43], [61, 45], [48, 44, 50], [51, 55], [52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75, 77], [79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
158: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48], [44, 50], [51, 55], [52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
159: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11], [17, 21], [18, 29], [13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75], [77, 79, 82], [83, 84, 81], [80, 87], [85, 86, 88]]
160: [[7, 4, 37], [5, 19], [3, 10], [9, 2], [1, 6, 14], [15, 12, 22], [24, 8, 11, 17], [21, 18, 29, 13, 23], [16, 28, 20], [25, 27, 56, 47, 31, 54, 26], [30, 33, 34], [40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
161: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47, 31], [54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70], [76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
162: [[7, 4], [37, 5], [19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40], [39, 38], [42, 32, 35], [46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51], [55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68], [72, 73], [74, 78, 75], [77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
163: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20, 25, 27, 56, 47, 31], [54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
164: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32, 35, 46], [60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
165: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12, 22, 24, 8, 11, 17, 21, 18, 29, 13, 23, 16, 28, 20, 25, 27, 56], [47, 31, 54], [26, 30], [33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59], [49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81], [80, 87, 85, 86, 88]]
166: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44], [50, 51, 55], [52, 59], [49, 57, 53], [63, 58], [62, 64], [69, 67], [71, 70, 76], [65, 66], [68, 72, 73], [74, 78, 75], [77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
167: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21, 18, 29, 13, 23], [16, 28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42], [32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62], [64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
168: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12, 22], [24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51], [55, 52, 59, 49, 57, 53, 63, 58, 62, 64], [69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
169: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44], [50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
170: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28], [20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
171: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18], [29, 13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30], [33, 34, 40], [39, 38], [42, 32], [35, 46, 60], [41, 36], [43, 61, 45], [48, 44], [50, 51], [55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68], [72, 73], [74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
172: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31, 54], [26, 30], [33, 34, 40, 39, 38, 42, 32, 35, 46, 60], [41, 36, 43], [61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53], [63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
173: [[7, 4], [37, 5, 19], [3, 10], [9, 2], [1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31, 54], [26, 30, 33, 34, 40, 39, 38], [42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
174: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6, 14], [15, 12], [22, 24, 8], [11, 17, 21], [18, 29], [13, 23, 16, 28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
175: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14], [15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56], [47, 31, 54], [26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57, 53], [63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79], [82, 83, 84], [81, 80, 87], [85, 86], [88]]
