0: [[37, 7], [4, 3], [9, 8, 39, 10], [1, 2, 6, 29, 11, 24, 28, 12, 22], [18], [5, 15, 14], [21, 17, 16], [20, 19, 26, 30, 25, 50, 59, 44, 61], [33], [27, 31, 42, 47, 38], [34, 32, 36, 55, 43, 13, 23], [41, 35, 40], [56, 45, 58, 46, 51, 49, 54, 48], [53, 52, 57, 60, 63, 62, 66, 67, 64, 65, 68], [69, 73, 70, 76, 71, 74, 77, 72, 75], [79, 78, 83, 82], [84, 86, 85, 80, 81, 87, 88]]
153: [[37, 7], [4, 3, 9, 32, 5, 1, 2, 14, 6, 25, 11, 31, 21, 10, 12, 15, 17, 18, 19, 22], [23, 30], [16, 13, 27, 41, 20, 8, 55, 24, 28, 52, 29, 35, 38, 33, 42, 45, 61, 36, 40, 44, 60, 56, 46, 43, 39, 48, 51, 47, 58, 34, 49, 50, 54, 59, 62, 53, 57, 63, 66, 64, 65, 73, 71, 68, 70, 72, 76, 69, 77, 67, 75, 74, 79, 78, 81, 80, 83, 86, 82, 85], [87, 84, 26, 88]]
154: [[37, 7], [4, 3], [9, 8], [5, 2, 10, 1], [17, 11, 14, 29], [20, 12, 13, 18, 15, 19, 16, 21, 23, 6, 40, 28, 31], [30, 25], [62, 22, 26, 24, 27, 44, 39, 34, 51, 32, 48, 36, 46, 35, 33, 41], [45, 38, 52], [42, 57, 54, 53, 43, 47, 50], [58, 49, 63, 56, 59, 60, 61, 55, 66, 74, 64], [71, 73, 69, 77, 67, 68, 70, 65, 79, 72, 75, 78, 76, 84, 83, 85, 80, 81, 87], [86, 82, 88]]
155: [[37, 7], [4, 3], [9, 8], [33, 2, 1, 5, 15, 16, 13], [29, 18, 31, 20, 17, 26], [22, 6, 10, 62, 12, 25, 14, 51, 24, 21, 19, 23], [27, 28], [35, 30, 36], [38, 44], [32, 45, 49, 11, 42, 34, 40, 46, 47, 48, 56, 43, 41, 54, 50, 55, 58, 39, 57, 53, 52], [59, 60, 63, 61, 64, 66, 70, 73, 65, 75, 74, 69, 67, 68, 76, 78, 71, 72, 77, 85, 79, 82, 86, 80, 83, 84, 81, 87, 88]]
156: [[37, 7], [4, 3, 9, 5, 1, 2, 6, 8, 14, 28, 16, 15, 26, 11, 12, 17, 31, 20], [10], [25, 13, 18, 23, 19, 21, 35, 61, 63, 27, 22], [24, 29, 42, 38, 32, 48, 45, 30, 34, 47, 40, 36, 44, 39, 33, 41, 53, 43, 54, 46, 51, 49, 50, 56, 52, 55, 57, 62, 60, 58, 59, 65, 81, 68, 72, 70, 78, 67, 64, 76, 69, 66, 73, 74, 75, 71, 77, 79, 80, 85, 84, 82, 86, 83, 87, 88]]
157: [[37, 7], [4, 3], [9, 8, 5], [2, 6, 1, 10, 26, 15, 28], [12, 13, 30, 14], [11, 17, 25, 18, 19, 20, 16, 49, 22, 59, 23, 24, 21, 31, 39, 57, 40, 41, 38], [35, 32], [50, 42, 27, 36, 34, 45, 44, 47, 48], [43, 60, 63, 58, 33, 46, 51, 52, 53, 54], [55, 56, 62, 61, 29, 66, 65, 64, 78, 68, 69, 72, 67, 76, 73, 71, 74, 75, 77, 70, 79, 81, 84, 80, 82, 83, 87, 86, 85, 88]]
158: [[37, 7], [4, 3, 9, 8, 5, 10, 6, 1, 12, 21, 29, 14], [13, 18], [28, 30, 11, 15], [25, 24, 19, 26, 16, 49, 17, 22, 27, 62, 31, 34, 38, 59, 20, 42, 53, 40, 43, 2, 54, 44, 32, 35, 39, 52, 45, 33, 47, 46, 41, 60, 51, 36, 55, 56, 48, 50, 58, 57, 63, 61, 23], [66, 64, 69, 65, 73, 71, 68, 67, 72, 70, 78, 74, 75, 79, 76, 77, 82, 84, 80, 81, 83, 87, 85, 86, 88]]
159: [[37, 7], [4, 3, 9, 8, 5, 2, 10, 1, 14, 22], [11, 26, 6, 15, 21, 20, 12], [19, 25, 13, 16, 23], [17, 27, 18, 24, 29, 63, 31, 30], [49, 46], [57, 42], [28, 32, 36, 35], [43, 39, 33, 41, 40, 51, 44, 48, 34, 52, 38, 45, 62, 47, 50, 54], [55, 58, 53], [59, 61, 60, 56, 64, 67, 65], [66, 68, 76, 73, 69, 70, 77, 72, 74, 71, 78, 75], [79, 82, 86, 81, 80, 83, 85, 84, 87, 88]]
160: [[37, 7], [4, 3], [9, 8, 33, 1], [2, 5, 13], [10, 14, 28, 22, 19, 6, 11], [24, 12, 15, 57, 23, 16, 17, 18, 20, 56], [39, 54], [25, 58, 21, 31, 35], [26, 27, 29, 34, 46, 36, 30], [38, 41, 32, 40, 45, 42, 43, 44], [47, 49], [50, 52], [48, 59, 53, 51, 55, 60, 62], [61, 63], [65, 66, 67, 68, 64, 70, 69, 78, 77, 74, 73, 76, 71, 72, 75, 79, 82, 80, 86, 84, 81], [83], [85, 87, 88]]
161: [[37, 7], [4, 3, 9, 8, 5, 1, 2, 14], [6, 27], [11, 18, 31, 12, 10, 13, 17], [25, 21, 15, 23, 16, 20, 19, 22, 24, 26, 35, 55, 28, 56, 34, 48], [29, 36, 30, 47, 32, 41, 39, 38, 40, 43, 51, 33, 44, 45, 52], [50, 46, 59, 49, 54, 53, 61, 42, 58, 57, 63, 60, 62, 64, 66, 70], [69, 71, 68, 67, 77, 75, 65, 76, 73, 74, 79, 72, 78, 81, 82, 83, 80, 84, 85, 88, 87, 86]]
162: [[37, 7], [4, 3, 9, 8, 5, 1, 2, 18, 30, 12, 10, 31], [11, 6, 13, 21, 15, 19, 26, 16], [20, 27], [14, 52], [29, 17], [22, 59, 23, 62], [24, 25, 28, 33, 38, 43, 49, 36, 34, 39, 32, 63, 35, 40, 44, 45, 42, 46, 47, 41, 54], [61, 48, 51, 50, 53, 55, 57, 56, 58, 60, 64, 81, 68, 75, 65, 74, 67], [66, 79, 71, 73, 70, 72, 76, 77, 82, 84, 69], [87, 83, 78, 80, 85, 86, 88]]
163: [[37, 7, 4, 3, 9, 8, 5, 1, 6, 10, 2], [30, 14, 11, 13, 16, 12, 21, 45, 27, 18, 15, 17, 23, 19, 24, 22, 25, 28, 63, 58, 20, 31, 34, 29, 26, 40, 39, 32, 43, 35, 36, 47, 46, 41, 38, 42, 48, 33, 44, 60, 51, 57, 52, 49, 50, 55, 53, 56, 54, 61, 59, 62, 65, 64, 72, 75, 69, 67, 66, 68, 71, 70, 73, 78, 74, 76], [77, 85, 81, 79, 80, 82, 83, 84, 87, 86, 88]]
164: [[37, 7], [4, 3, 9], [8, 1, 2, 5], [27, 6], [13, 12, 45, 19], [10, 22, 17, 18], [54], [11, 15, 60], [53, 28, 16], [29], [20, 23, 25, 26, 31], [21, 24, 33, 34, 30, 32, 39], [38, 36, 43], [14, 35, 56, 40, 41, 42, 46, 44], [49, 51, 58, 50, 55, 48, 47], [52, 57, 61, 62, 59, 63], [66, 64, 70], [65, 72, 73, 74, 69, 67, 75, 68], [71, 78, 79, 76, 80, 77, 83], [85, 81], [86, 84, 82], [87, 88]]
165: [[37, 7], [4, 3], [9, 8, 5, 2, 1, 16, 14, 25], [10, 21, 6, 18, 11], [26, 13], [15, 17, 12, 22, 19, 23, 24, 28, 61, 29, 30, 31, 58, 32, 38, 52, 50, 44, 20, 33, 39, 34, 27, 35, 42, 40, 43, 41], [36, 45], [46, 47, 53, 55, 49, 48, 51, 54], [56, 62, 60, 57, 63, 59, 65, 64], [76, 72, 70, 67, 69, 71, 68, 66, 78, 73, 74, 75, 77, 79, 82, 84, 85, 83, 80, 86, 81, 87, 88]]
166: [[37, 7], [4, 3, 9, 8], [5, 2, 10], [12, 1, 27, 21, 24, 20, 26], [6, 19, 15, 11, 13, 14, 29, 22, 48], [18], [16, 63, 17, 62, 30], [23, 25, 28, 44, 38, 34, 52], [31, 54], [32, 35], [33, 36, 43, 45, 40, 41, 58, 39], [42, 46, 47, 49, 50, 51, 55, 53], [56, 59, 57, 61, 60, 66, 74, 68, 65, 75, 69, 77, 67, 64, 70, 73, 71, 76, 72, 79, 84, 78, 82, 86, 81, 80, 87, 85, 83, 88]]
167: [[37, 7, 4, 3, 9, 8, 33, 1, 5, 16, 15, 27, 6, 10, 30, 2, 11, 13, 14, 12, 22, 26, 23, 18, 24, 19, 28, 17, 20, 55, 49, 21, 29, 31, 45, 38, 52, 36, 34], [35, 25], [44, 32, 42, 63, 40, 43, 41, 47, 56, 46, 57, 58, 48, 50, 51, 53, 54, 39, 59, 61, 62, 60, 65, 72, 66, 75, 68, 74, 69, 67], [64, 70, 78, 76, 71, 73], [77, 79, 80, 82, 84, 85, 86, 81, 87, 83, 88]]
168: [[37, 7, 4, 3, 9, 8, 6, 2, 1, 5, 20, 14], [12, 10, 30, 13, 11, 22, 31, 25, 15, 17, 21], [18, 29, 19, 23, 24, 60, 26, 16, 27, 28, 33, 51, 58, 32, 34, 36, 38, 35, 43, 46, 41, 39, 40, 42, 48, 45, 44, 55, 61, 57, 49, 47, 54, 50, 53, 62, 56, 59, 52, 63, 64, 65, 76, 67, 72, 68, 73, 69, 70, 75, 66, 74, 78, 77, 79, 71, 84, 83, 80, 85, 82, 81, 86, 87, 88]]
169: [[37, 7, 4, 3, 9, 8, 5, 1, 10], [6, 12, 13], [14, 2, 27, 43, 11, 25, 15, 18, 22, 21, 24, 16, 23, 17, 26, 28, 19, 53, 63, 29, 56, 40, 20, 62, 31, 30, 32, 34, 33, 35, 38, 47, 49, 36, 59, 39, 45, 44, 41], [42, 46, 48, 50, 51, 55, 52, 60, 54, 57, 58, 61, 66, 65, 69], [64, 71, 67, 75, 70, 72, 68, 76, 77, 78, 74, 73, 84, 79, 88, 85, 80, 81, 82, 86, 83, 87]]
170: [[37, 7], [4, 3, 9, 5], [1, 6], [2, 8, 10, 28, 24, 14, 11, 20, 31], [13, 15, 17, 19, 22, 18, 30], [16], [26, 48, 44, 62, 23], [25, 21, 27, 36, 46, 54, 29], [32, 60, 12, 41, 45, 39, 38, 33, 35, 34, 56, 40, 42, 61, 43, 51, 50, 49, 52, 55, 47, 59, 53, 57, 58, 73, 66, 67, 65, 70, 64, 76, 78, 68, 63, 75, 69, 77, 72, 71, 79], [74, 83, 86, 80, 82, 81, 84, 85, 87, 88]]
171: [[37, 7, 4, 3, 9, 8, 39, 2, 6, 18, 10, 26, 12, 1, 13, 11, 31, 5, 17], [14, 15, 16, 20, 48, 22, 19, 21, 23, 25, 62, 27, 41, 63, 24, 28, 30, 32, 33, 44, 36, 29, 46, 52, 34, 57, 47, 35, 45, 38, 40, 43, 60, 42, 49, 50, 55, 51, 53, 58, 54, 56, 61, 59, 80, 66, 65, 64, 67, 73, 68], [76, 70, 69, 74, 71, 72, 75, 78, 87, 83, 82, 81, 77, 79, 84, 85, 86, 88]]
172: [[37, 7], [4, 3, 9, 8], [5, 2, 6], [1, 10, 25, 14, 11, 12, 28], [13, 17, 15, 19, 22, 16, 18, 20, 21], [23], [27, 54, 31, 60, 24], [38, 26, 56, 29, 30, 55, 32], [59, 41], [36, 35, 40, 34, 46, 57, 42, 39, 58, 33, 49], [47, 44], [43, 51, 45, 53], [48, 50, 63], [52, 61], [62, 66, 72, 65, 87, 64, 68, 77, 67, 69, 70, 79, 73, 74, 71, 78, 75, 76, 86, 83, 80, 82, 81, 84, 85, 88]]
173: [[37, 7], [4, 3, 9, 8], [33, 1, 11, 2], [14, 12, 5, 13, 10, 26, 20], [29, 16, 18, 6], [19, 17, 23, 27, 22], [28, 60, 15], [30, 49], [21, 24, 63, 40, 39, 34, 25, 35], [44, 31, 36, 47, 41, 32, 42, 46, 45], [43, 58], [52, 59, 38, 53, 54, 48], [50, 51, 55, 56, 61, 57], [62, 64, 81, 68, 67, 65, 71, 66, 69, 78, 73, 74], [72, 76], [70, 79], [75, 82], [77, 80, 87, 84, 83, 86, 85, 88]]
174: [[37, 7, 4, 3, 9, 8, 5, 1, 2, 6, 14, 12, 11, 29, 26, 10, 20], [13, 15, 22, 24, 16, 17, 18, 23, 51, 27, 19, 25, 30, 21, 33, 31], [28, 32, 34, 38, 35, 39, 36, 62, 40, 43, 41, 42, 56, 50, 44, 45, 47, 48], [49, 54, 53, 55, 46, 52, 57, 58, 59, 63, 61, 60, 64, 81, 70, 65, 68, 67, 66, 73, 76, 79, 69, 74, 71, 72, 77, 75, 82, 84, 80, 87, 78, 85, 83, 86, 88]]
175: [[37, 7, 4, 3, 9, 8, 33, 1, 6, 2, 13, 25, 11, 5, 15, 14, 45, 18, 16, 23, 17, 22, 10, 19, 28], [27, 20, 21, 24], [50, 26, 29, 30, 63, 31, 12, 59, 55, 38, 41, 34, 43, 32, 35, 36, 47, 44, 42, 39, 40, 56], [52, 58, 49, 46, 53, 48, 57, 51, 62, 61, 54, 60, 65, 64, 67, 70, 76, 66, 69, 68, 71, 75, 73, 72, 74, 78, 77, 79, 84, 81, 86, 82, 83, 85, 80, 87, 88]]
176: [[37, 7, 4, 3, 9, 8, 5, 1, 2, 6, 12, 15, 10, 27, 11, 13], [14, 16, 17, 23, 20, 19, 24, 18, 25, 52, 50, 58, 21, 48, 22, 26, 28, 30, 38, 29, 45, 31, 46, 32, 44, 34, 33, 35, 42, 41, 47, 36, 39, 51, 40, 57, 61, 43, 49, 59, 53, 54, 55, 63, 62, 56, 60, 66, 65, 72, 64, 77, 73, 67, 69, 71, 79], [68, 74, 70, 75, 76, 84, 86, 81, 78, 80, 82, 83, 87, 85, 88]]
177: [[37, 7], [4, 3, 9], [8, 1, 2, 5, 6, 12, 25, 10], [27, 29, 11], [46, 52], [14, 16, 17], [24, 13, 15, 20], [19], [21, 53, 22], [18, 23], [30, 26, 35, 28, 31, 39, 32, 38, 45], [40, 36, 33, 43, 41], [57, 42, 56, 62, 47, 48, 44, 34, 51], [50, 49, 60, 54, 63, 58, 55], [59, 61, 65, 66, 64, 71, 67, 69, 76], [70, 68, 74, 78], [72, 79, 73, 77], [81, 86, 80, 83, 82, 75], [85, 84], [87, 88]]
