0: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
153: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
154: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
155: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
156: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
157: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
158: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
159: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
160: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
161: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
162: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
163: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
164: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
165: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
166: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
167: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
168: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
169: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
170: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
171: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
172: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
173: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
174: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
175: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
