0: [[68, 65, 33], [4, 3, 18], [2, 1, 12, 22], [5, 38, 7], [6, 9, 10], [11, 30, 15, 14], [29, 16, 25, 13], [20, 17], [19, 26, 21, 58], [51, 28, 24, 23], [63, 42, 31], [55, 35], [32, 27, 37], [45, 47, 36], [40, 34, 39], [41, 44, 46, 8], [54], [48, 53, 60], [49, 50, 57], [61, 56, 59, 52], [62, 64, 43], [67, 66, 71, 76], [69, 70, 72], [75, 74, 73, 77], [79, 82], [87, 88, 81, 78], [80, 85, 83], [84, 86]]
153: [[68, 65, 33], [4, 3, 18, 2], [1, 14, 6], [7, 5, 8, 9, 42, 24, 10, 12, 27, 25, 28, 13, 15, 11, 30, 19, 23, 16, 21, 26, 17, 29, 63, 20, 22, 52, 60, 34, 51, 31, 45, 37, 36, 35, 32], [39, 38, 40], [44, 47, 49, 57, 53, 41, 43, 62, 58, 46, 55, 54, 48, 59, 50, 61, 82, 56, 66, 73, 70, 77], [69, 71, 74, 72, 79, 64, 67, 75], [78, 85, 80, 81, 76, 83, 84, 87, 86, 88]]
154: [[68, 65, 33], [4, 3], [18, 2, 1], [24, 38, 6, 7], [5, 12], [9, 11, 8], [25], [30, 10, 28, 15], [13, 14, 20, 31], [16, 21, 19, 17, 22, 63, 23, 27, 26], [58, 32, 53, 55, 29], [40, 61, 36, 37, 35, 42, 44, 39, 43, 45, 47, 34], [41, 49, 51, 48, 50, 57], [46, 54, 59, 52, 56], [62, 60, 66, 64, 67, 72], [70, 78, 75, 77, 69, 76, 79, 73, 71, 74, 85, 82, 80, 86, 81, 84, 87, 83, 88]]
155: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 6, 10, 9, 11, 5], [8, 12, 14], [30, 29, 17], [21, 23, 19], [13, 55, 20, 15], [16, 56, 25, 26], [27, 22, 62], [31, 49, 52], [28, 34, 39, 44], [41, 35, 43, 40], [47, 37, 32], [51, 42, 36, 58], [63, 45, 46, 48, 50, 53, 54], [60, 57, 59, 61, 66, 64, 70, 71, 76], [69, 77, 73, 67], [79, 74, 75], [72, 78], [82, 81, 80, 85, 83, 87, 86, 84, 88]]
156: [[68, 65, 33], [4, 3, 18, 2], [1, 26, 6], [5, 7, 10], [9, 12, 30, 20, 11, 13, 8, 25], [21, 14, 49, 28, 15, 51, 17, 16, 23, 19, 59, 57, 55, 24, 47, 41, 22, 36, 37, 63, 39, 40, 45, 42, 34, 44, 27, 29, 46, 31, 54, 32, 35, 52, 62, 38, 48, 53, 50, 56, 58, 60, 43, 61, 64, 67, 66, 71, 76, 69, 74, 72, 79, 78, 70, 75, 77, 83, 85, 81, 80, 82, 87, 73, 84, 86, 88]]
157: [[68, 65, 33], [4, 3, 18, 2, 1, 24, 14, 5, 7, 6, 12, 38, 9, 44, 13, 26, 11, 8], [22, 10, 21, 54, 15, 16, 23, 20, 25, 31, 27, 51, 28, 17, 58, 62, 19, 29, 40, 36], [42, 35, 37, 46, 49, 30, 43, 59, 32, 63, 34, 56, 39, 41, 45, 47, 48, 50, 55, 52, 53, 57, 60, 61, 64, 72, 69, 67, 77, 71, 66, 74, 70, 76, 73, 75, 78, 79, 84, 81, 80], [82, 87, 83, 85, 86, 88]]
158: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [14, 5, 7, 6], [12, 8, 11, 40], [9, 29, 15], [21, 26, 10], [13, 16, 17], [25, 19, 20], [22, 27, 23, 28], [31, 30, 34, 46], [41, 32, 35], [60, 36, 39, 48, 38, 44, 37, 47, 43, 45, 42, 49, 50, 59, 54, 51, 52, 53, 55, 58], [56, 62, 61, 57, 63, 66, 64, 74, 78, 69, 67, 71, 73, 72, 70, 75, 77, 79, 76, 84, 80, 83, 81, 87, 82, 85, 86, 88]]
159: [[68, 65, 33], [4, 3, 18], [2, 1, 12], [22, 5, 38], [6, 14, 9, 8, 11], [29, 15, 10], [28, 24, 20], [21, 13, 27, 17], [16, 57], [51, 55, 19, 23], [26, 62, 25, 7], [59, 30, 34], [31, 37], [61, 43, 36, 40], [32, 39, 45], [44, 35, 41], [46, 48, 42, 52], [47], [54, 53, 49], [60, 50, 56], [58, 63, 64, 66], [69, 71, 72], [79, 67, 70, 75], [74, 73, 77], [76, 86], [83, 88, 81, 78], [80, 82, 84], [85, 87]]
160: [[68, 65, 33], [4, 3, 18, 2], [1, 14, 12], [7, 5, 6], [9, 11], [10, 8, 13], [28, 25], [19, 21, 31, 17], [15, 23, 16], [20, 22, 24, 26], [29], [27, 59, 30, 54], [48, 35, 32], [47, 34], [36, 37, 43], [45, 40, 60, 38], [41, 42, 52], [46, 44, 49, 50, 39], [51, 56, 53, 55, 61, 62, 57], [83, 58], [63, 80, 70, 71], [76, 67], [64, 73, 75, 74, 77, 66, 79], [69, 87, 72, 81, 82, 84, 85, 78, 88, 86]]
161: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [7, 5, 6, 40], [13, 10, 8, 11], [9, 14, 17], [30, 25], [22, 20, 12], [19, 16, 31], [21, 23, 29, 26], [28, 32, 27], [35, 48, 34], [54, 36, 51], [37, 39, 15, 45, 52], [43, 42, 44, 41, 60, 53, 50, 46, 47, 63, 49], [55, 56, 58, 59, 61, 57, 62, 66, 64, 70, 67, 71, 69, 73, 79, 74, 72], [77, 76, 78, 75], [82, 81, 80, 84, 86, 83], [87, 85, 88]]
162: [[68, 65, 33], [4, 3, 18, 2, 1], [24, 38, 5, 7, 10, 9], [6, 8, 46], [11, 12], [26, 29, 17, 13, 31, 15, 14, 16, 22, 60, 19, 25, 20], [21, 43, 30], [23, 35, 54, 58, 32], [28, 34, 27, 36, 44, 39, 40, 45, 61, 41, 47, 42, 37], [49, 52, 53, 57, 55, 50, 56], [48, 51, 59, 62, 63, 64, 66, 70, 71, 67, 77, 74, 73, 72, 75, 69, 76, 78, 79, 82, 81, 83, 80, 87, 86, 84, 85, 88]]
163: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 44], [7, 11, 6], [8, 26], [30, 12, 14], [9, 27], [13, 16, 31, 49], [17, 19, 21], [22, 23, 25, 63], [61], [28, 29, 55, 45], [38, 5, 34], [39, 36], [43, 40, 15, 32], [35], [37, 41, 42, 10], [46, 51, 52], [50, 48], [53, 54, 60, 56, 57, 58, 62], [59, 66], [47, 64, 20, 67, 70, 69], [77, 71, 72, 79], [74, 75, 73, 76], [85, 83, 88, 80], [78, 81, 82, 87, 84, 86]]
164: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 7], [5, 10, 9, 14, 6], [8, 31, 11], [13, 12, 16, 17], [21, 15, 19], [27, 23, 20], [22, 49, 63], [26, 28, 30, 40], [25, 60, 59], [34, 29, 50, 42, 41], [32, 47, 36], [37, 39, 35], [43, 44, 45, 46, 51], [48, 54, 57], [58, 55, 53, 56], [52, 62, 61], [66, 64, 71, 70], [67, 74, 69, 73], [72, 75], [76, 79], [77, 78], [82, 80, 81], [83, 84, 87, 86, 85, 88]]
165: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 6, 8, 14, 9, 10, 25, 12, 15, 11, 13], [30, 17, 16], [31, 19, 20, 27, 21, 28], [26, 23, 40, 58, 60, 37], [56, 22, 29], [43, 49, 35], [32, 39, 36], [55, 45, 59], [46, 41, 44, 42, 47, 48, 34, 50, 53, 51, 54], [52, 62, 63, 57, 61, 64, 66, 69, 70, 75, 67, 76, 78, 71, 73, 72, 74, 77, 79, 82, 81, 80], [86, 83, 85, 84, 87, 88]]
166: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5, 10], [8, 9, 6], [11, 14, 27], [12, 26, 28], [21, 29, 15], [55, 17, 16, 13], [23, 20, 25], [61, 19, 22], [31, 30, 32], [34, 42, 35, 36, 40, 59, 37, 45], [44, 46, 48, 41], [51, 47, 39], [50, 56], [52, 43, 63], [49, 62, 53, 54], [57, 58], [60, 64, 72, 67, 71, 69], [66, 70, 74, 78], [75, 73, 79, 76], [77, 83, 80, 81], [82, 87, 85, 86], [84, 88]]
167: [[68, 65, 33, 4, 3, 18, 2, 1, 24, 38, 6, 7, 5, 10, 15, 8, 9, 13, 26, 19, 11, 29, 23, 17, 20, 16, 28, 21, 30, 12, 51, 22], [31], [27, 43, 25, 34], [44, 59, 36, 37, 35, 45, 39, 40, 32, 41, 14, 42, 46, 52, 47, 50, 48, 54, 53, 49, 58, 55, 56, 57, 61, 60, 62, 63, 72, 64, 71, 70, 69, 66, 73, 76, 67, 75, 79, 74], [78, 77, 84, 80, 83, 85, 81, 86, 87, 82, 88]]
168: [[68, 65, 33, 4, 3, 18, 2, 1, 24, 38, 6, 37], [10, 5, 7], [8, 9, 11, 15, 13, 29, 26, 23, 28, 12, 16, 22, 17, 21, 25, 34, 19, 62, 20, 30, 27, 14, 45, 42, 56, 31, 63, 32, 44, 35, 36, 39, 41, 40], [43, 54, 46, 47, 49, 57, 51, 50, 52, 48, 58, 53, 55, 59, 60, 61, 66, 64, 69, 71, 73, 67, 78], [70, 72, 74], [75, 79, 76, 77, 85, 80, 84, 81, 87, 83], [82, 86, 88]]
169: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 12, 21], [37, 5, 7, 40], [28, 9, 6], [31, 8, 13], [10, 26, 29], [11, 16, 14], [20, 15, 61], [17, 25, 22, 19], [30, 23, 63, 35], [27, 34, 55], [32, 36, 46, 39, 56, 38], [41, 44, 45, 51], [60, 49, 50, 42, 54, 58, 43], [47, 48, 59], [52, 62, 53, 57, 64, 66], [69, 70, 77, 67, 74, 71, 73, 72, 75], [79, 78, 81], [83, 80, 76], [84, 85, 86, 82, 87, 88]]
170: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 8, 14], [9, 11, 13], [29, 10, 15], [12, 30, 17], [20, 27, 21], [19, 53, 16], [52, 56, 22], [25, 23, 26], [36, 39, 28], [42, 43, 41], [31, 34, 40], [32, 47, 35], [45, 44, 57, 37], [58, 46, 48, 49], [51, 55, 50, 54], [59, 63, 62], [60, 61, 64], [66, 70, 67, 74], [77, 69, 71], [72, 75, 78, 79], [76, 73, 81], [80, 88, 83, 82], [87, 84, 85, 86]]
171: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [7, 5, 6], [44, 14], [10, 9, 28], [12, 8], [15, 19, 11, 21], [25, 13, 16], [17, 27, 52, 20], [29, 22], [26, 30, 31, 63], [32, 34, 54], [36, 35], [39, 37, 23], [43, 45], [42, 41, 40, 49, 61, 53, 46, 51, 48, 62, 47, 50, 55, 56, 57, 59, 58, 60, 64], [66, 70, 71], [76, 69, 77], [67, 74, 72, 73], [79, 75, 78, 82, 83, 80, 81, 85, 87, 88, 84, 86]]
172: [[68, 65, 33], [4, 3, 18, 2, 1], [24, 38, 6, 7], [5, 11], [10, 13, 8], [29, 9, 12, 25], [28, 14], [16, 21, 15, 27], [20, 31, 23, 49, 19], [22, 17, 26, 30, 40, 43, 48, 47, 32], [51, 34, 41, 44, 45, 35, 36, 37, 42, 39, 46, 54, 52, 55, 56, 59, 50, 60, 57, 58, 63, 61, 53, 62, 66, 64, 69, 70, 75, 67, 73, 79, 74, 71, 72, 76, 78, 77], [85, 81, 80, 87, 82, 83, 84, 86, 88]]
173: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [5, 7], [10, 9, 8, 46], [6, 27, 13, 11], [12, 29, 28, 15], [16, 17, 19], [23, 20, 25], [21, 31, 26], [30, 14, 32, 37, 22, 61, 53, 45, 34, 44, 35], [47, 36, 40], [41, 42, 43, 57], [50, 49, 39, 62, 52], [51, 48, 55, 54, 56, 60, 58], [59, 63, 66, 64, 67, 70, 75, 69, 71, 76], [73, 77, 72, 74, 78, 79, 84, 85, 80, 82, 83, 87, 81, 86, 88]]
174: [[68, 65, 33], [4, 3, 18], [2, 1], [12, 38, 7, 5], [6, 9, 15, 13], [23, 14, 8], [11, 25, 21, 24], [17, 30, 16], [19, 26, 20], [22, 31], [28, 29, 10], [32, 42], [27, 63, 53, 36], [41, 40, 34, 43], [37], [46, 56, 35, 39], [44, 59, 51], [45, 50], [47, 48, 62, 52], [49, 54], [57, 55, 58, 60], [61, 66, 64], [67, 70, 78, 69], [71, 77, 74, 72], [73, 76, 75, 79], [87, 80], [81, 82], [83, 85], [84, 86, 88]]
175: [[68, 65, 33], [4, 3, 18, 2], [1, 26, 12], [5, 7, 6], [10, 9], [14, 11, 8, 25], [15, 19], [13, 27, 49], [28, 16, 55], [17, 57, 20], [21, 63, 22], [56, 23, 24], [32, 59, 36], [38, 41, 29, 34], [30, 42, 39], [45, 47, 46], [31, 35, 53], [54, 37, 62, 48, 40, 43, 44], [52, 60, 50, 51, 58, 61, 64, 66, 70, 71, 69], [77, 72, 73, 75, 67, 74, 79, 76, 82, 86, 80, 81, 87, 85, 78, 83, 84, 88]]
176: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [5, 7, 10, 12], [9, 47, 15], [8, 6, 28], [14, 11, 13, 27], [19, 29, 20], [21, 48], [25, 16, 22, 53, 23, 55, 26, 17, 30, 54, 36, 58, 49], [34, 31, 60, 35], [46, 32, 42, 41, 37], [40, 45, 39, 52, 43, 44, 59, 51, 50, 56, 63], [57, 62, 61], [66, 64, 67, 69, 79, 71, 70, 72, 76, 74, 73, 75, 77, 78, 81, 82, 83, 80, 87, 86, 84, 85, 88]]
177: [[68, 65, 33, 4, 3, 18, 2, 1, 24, 38, 6, 37], [10, 5, 14], [8, 13], [11, 30, 7, 22], [9, 12, 15, 29], [16, 17, 19, 54], [21, 52, 31, 20, 27, 23, 57, 25, 61, 26, 34, 28, 58, 32, 36, 39, 40, 42, 35, 43, 41, 46, 49, 45, 44, 50, 47, 48, 55, 60, 51, 59, 62, 53, 56, 63, 66, 64, 67, 71, 69, 70, 78, 73, 74, 72, 75, 76, 79, 85, 84, 82, 77, 81, 83, 87, 80, 86, 88]]
